12 1 13 0 19 5 11 0 9 4 15 0 9 4 19 0 19 9 13 1 160 
12 1 13 1 18 5 14 1 9 4 15 0 17 4 18 9 19 8 15 4 186 
11 0 13 0 18 3 17 0 10 5 16 0 18 4 19 0 19 9 9 2 160 
12 1 11 0 17 5 13 2 16 3 17 0 9 3 19 0 19 9 15 2 160 
11 1 13 1 18 5 16 1 10 3 16 0 9 4 19 10 19 9 9 1 160 
12 2 13 0 19 5 14 2 10 4 17 0 9 4 18 10 19 9 15 4 185 
11 0 13 0 17 3 17 0 10 5 17 0 18 4 19 0 19 9 9 2 160 
12 1 13 0 19 5 14 2 11 4 17 0 9 4 19 10 19 9 15 4 160 
12 1 13 1 19 5 14 2 9 4 15 0 9 4 18 9 18 8 15 4 186 
12 1 13 0 19 5 12 0 9 4 15 0 9 4 19 8 19 9 13 0 160 
11 0 13 1 18 3 17 1 10 3 16 0 18 4 19 2 19 9 9 2 160 
12 2 13 0 19 5 14 2 10 4 17 0 9 4 19 10 19 9 15 4 185 
