10 0 9 0 9 0 9 0 10 1 9 2 10 0 10 1 10 0 9 0 177 
9 0 10 0 11 0 9 0 10 1 9 0 10 0 9 2 10 0 9 1 25 
11 3 9 0 11 3 9 0 10 2 11 2 13 0 10 0 10 0 9 0 179 
9 0 9 0 11 0 9 0 10 1 9 0 10 1 9 2 10 0 11 1 25 
10 0 9 0 11 1 9 0 10 1 11 2 10 1 11 0 9 0 9 0 179 
10 0 9 0 9 0 12 0 10 1 9 3 9 0 9 0 9 0 10 0 85 
10 0 10 0 9 1 12 0 10 1 9 2 9 1 9 0 9 0 9 0 172 
9 0 9 0 11 0 9 0 10 1 10 2 10 0 11 0 9 0 9 0 179 
9 0 9 0 9 0 9 0 10 1 9 1 10 0 10 1 9 0 11 0 165 
9 0 9 0 9 0 9 0 10 1 9 1 10 0 9 1 9 0 9 0 76 
10 2 10 0 9 0 12 0 10 1 9 2 9 0 9 0 9 0 9 0 80 
9 0 10 0 9 0 9 0 10 1 9 1 9 2 10 3 9 0 11 1 23 
