14 2 18 8 11 2 13 10 15 8 12 0 12 3 10 2 18 0 14 5 181 
14 3 15 4 16 1 15 10 15 8 16 0 17 4 15 3 19 1 13 3 17 
14 2 17 5 13 2 17 10 10 9 12 3 18 7 16 2 19 0 13 3 23 
14 2 18 8 13 2 17 0 16 10 12 1 13 7 16 3 15 1 15 2 184 
11 3 16 0 10 0 14 9 10 8 17 2 18 4 15 4 18 1 16 2 16 
11 3 18 0 10 9 11 6 15 2 13 10 16 11 15 7 16 0 16 10 93 
16 3 18 4 15 0 14 10 10 8 16 2 12 8 15 4 18 1 16 4 16 
16 3 16 5 13 0 14 10 10 8 16 3 18 6 15 2 18 0 16 3 19 
14 2 17 8 13 2 17 10 10 9 12 3 18 7 15 2 18 6 13 3 23 
14 2 18 8 16 2 17 10 16 10 12 1 17 3 16 2 15 1 15 2 11 
14 2 18 8 13 2 17 0 17 10 12 1 13 8 16 4 16 1 14 2 184 
16 3 16 4 16 0 14 10 10 8 17 3 18 4 15 2 18 4 16 3 16 
