,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,sequential_execution_time,execution_time
0,65,6.5,5,0,12,14,12,14,9,11,12,14,9,10,11,13,9,11,12,14,0.2441352384841238,0.9479127753525479,9.774015341619467,0,0,0,0,8.34,12.44,0.9552343749999999,0.24880000000000005,1.434015341619468,0.23323807579381217,0.00732159964745197,0.004664761515876244,10,12.6,0.9588368055555555,0.252,8.0,0,507243782939,50,211.96949362754822,12.2,0.9698958333333331,0.244,9.0,1,773011093847,50,182.48289489746094,12.6,0.9553124999999998,0.252,9.0,2,547683245187,50,205.55650973320007,12.4,0.9522048611111111,0.248,9.6,3,640395380422,50,214.2126181125641,12.0,0.9532291666666665,0.24,7.2,4,879040384379,50,226.95614767074585,12.2,0.9430555555555554,0.244,11.2,5,200954193244,50,236.21940279006958,12.8,0.9492361111111111,0.256,6.6,6,713257696361,50,215.12465167045593,12.6,0.9490624999999999,0.252,6.0,7,704707533766,50,211.14176607131958,12.6,0.9583506944444441,0.252,8.4,8,500483994515,50,200.9122030735016,12.4,0.9631597222222221,0.248,8.4,9,431484127431,50,191.97809720039368,2096.5537848472595,237.03150033950806
1,106,10.6,5,0,9,13,10,13,10,14,11,12,10,12,9,11,10,14,11,13,0.4253128808451675,0.9587052030275446,16.890597372058686,9,10,0,0,15.3,21.44,0.9683222736625513,0.4288,1.5905973720586868,0.1743559577416277,0.00961707063500677,0.003487119154832542,10,21.4,0.9727880658436214,0.428,12.8,10,507243782939,50,199.93526220321655,21.8,0.9810699588477365,0.436,16.6,11,773011093847,50,178.95185351371765,21.4,0.9541820987654321,0.428,15.6,12,547683245187,50,220.51481556892395,21.2,0.9594881687242798,0.424,16.0,13,640395380422,50,231.61002659797668,21.6,0.9779706790123455,0.432,13.8,14,879040384379,50,182.87678742408752,21.4,0.9767592592592593,0.428,18.6,15,200954193244,50,194.71672439575195,21.4,0.9644367283950618,0.428,13.6,16,713257696361,50,215.8735203742981,21.6,0.9786162551440327,0.432,14.8,17,704707533766,50,173.06766819953918,21.2,0.9576054526748972,0.424,15.2,18,500483994515,50,220.3736641407013,21.4,0.9603060699588476,0.428,16.0,19,431484127431,50,209.25701570510864,2027.1773381233215,232.13408398628235
2,24,2.4,5,0,10,14,9,13,11,14,11,13,9,12,9,10,9,13,12,14,0.27835801073018285,0.9400408758895648,10.471147660324364,12,14,0,0,9.120000000000001,14.3,0.9486929012345678,0.286,1.351147660324363,0.3820994634908563,0.008652025345003141,0.007641989269817108,10,14.4,0.9557793209876544,0.288,9.8,20,507243782939,50,275.3747470378876,14.2,0.9526517489711933,0.284,8.0,21,773011093847,50,311.5553069114685,14.4,0.9277417695473251,0.288,11.2,22,547683245187,50,346.64821124076843,13.6,0.9524639917695473,0.272,10.8,23,640395380422,50,315.82543087005615,14.2,0.9536394032921811,0.284,8.6,24,879040384379,50,303.2351243495941,14.0,0.9480632716049383,0.28,9.0,25,200954193244,50,340.5659484863281,15.0,0.9467566872427982,0.3,9.8,26,713257696361,50,305.55608010292053,14.4,0.941599794238683,0.288,8.8,27,704707533766,50,334.9492623806,14.0,0.9473431069958848,0.28,9.0,28,500483994515,50,323.910653591156,14.8,0.960889917695473,0.296,6.2,29,431484127431,50,286.43305110931396,3144.0538160800934,346.9909346103668
3,158,15.8,5,0,10,14,12,14,12,14,10,13,12,13,11,14,12,14,11,13,0.37696696972201765,0.9634686662247345,15.483170613971053,0,0,0,0,14.220000000000002,18.940000000000005,0.9684956597222222,0.37879999999999997,1.2631706139710503,0.09165151389911648,0.0050269934974877094,0.0018330302779823377,10,19.0,0.9665277777777777,0.38,15.6,30,507243782939,50,135.75310683250427,18.8,0.9803616898148148,0.376,15.2,31,773011093847,50,118.66981244087219,19.0,0.9647193287037036,0.38,12.2,32,547683245187,50,134.62299990653992,19.0,0.9691406249999999,0.38,13.6,33,640395380422,50,134.95737838745117,19.0,0.9723061342592592,0.38,15.8,34,879040384379,50,124.0823392868042,19.0,0.9693778935185183,0.38,13.0,35,200954193244,50,128.05972361564636,19.0,0.9657638888888888,0.38,12.4,36,713257696361,50,136.5923855304718,19.0,0.9703269675925926,0.38,15.2,37,704707533766,50,115.99339628219604,18.8,0.9656134259259258,0.376,14.4,38,500483994515,50,130.33104038238525,18.8,0.9608188657407407,0.376,14.8,39,431484127431,50,147.8352816104889,1306.89746427536,148.24540734291077
4,42,4.2,5,0,9,10,9,12,10,13,11,12,11,14,10,13,0,0,0,0,0.188,0.9338103918827394,8.432567014223354,0,0,0,0,7.359999999999999,9.8,0.9530802469135802,0.196,1.0725670142233537,0.3999999999999999,0.01926985503084081,0.007999999999999998,10,9.8,0.9607561728395062,0.196,7.6,40,507243782939,50,196.64824962615967,10.0,0.977037037037037,0.2,8.0,41,773011093847,50,160.50616002082825,10.0,0.9722376543209877,0.2,7.8,42,547683245187,50,162.539612531662,9.8,0.9272222222222221,0.196,6.6,43,640395380422,50,253.80339431762695,10.2,0.9709259259259261,0.204,8.6,44,879040384379,50,191.10423183441162,10.2,0.9568518518518517,0.204,5.4,45,200954193244,50,209.85961365699768,9.6,0.9196296296296295,0.192,6.2,46,713257696361,50,268.035608291626,9.2,0.952391975308642,0.184,8.4,47,704707533766,50,222.98035049438477,10.2,0.9629320987654321,0.204,6.4,48,500483994515,50,211.53462719917297,9.0,0.9308179012345678,0.18,8.6,49,431484127431,50,232.1458809375763,2109.157728910446,268.44117546081543
5,164,16.4,5,0,11,14,12,14,11,14,11,13,12,14,10,14,12,13,10,14,0.5544000000000001,0.9593993561972292,23.39271386673283,10,14,10,13,21.419999999999998,27.880000000000003,0.9635909722222221,0.5576000000000001,1.9727138667328314,0.15999999999999942,0.004191616024992909,0.0032000000000000028,10,28.0,0.9628773148148146,0.56,21.2,50,507243782939,50,167.21144890785217,27.8,0.9607152777777775,0.556,20.2,51,773011093847,50,174.20912432670593,28.0,0.9660694444444443,0.56,25.0,52,547683245187,50,173.8560163974762,28.0,0.9694907407407408,0.56,19.6,53,640395380422,50,161.93878626823425,28.0,0.9673124999999999,0.56,19.6,54,879040384379,50,169.41815757751465,28.0,0.9641689814814816,0.56,20.6,55,200954193244,50,173.60246062278748,27.6,0.953863425925926,0.552,22.6,56,713257696361,50,189.09326791763306,28.0,0.9662476851851851,0.56,23.6,57,704707533766,50,171.83159708976746,27.8,0.9645902777777777,0.556,23.2,58,500483994515,50,176.66050553321838,27.6,0.960574074074074,0.552,18.6,59,431484127431,50,172.98304414749146,1730.804408788681,189.4371054172516
6,23,2.3,5,0,10,12,9,13,10,12,12,14,9,13,11,12,11,14,12,14,0.2585755886618572,0.921626245911435,10.131068571777364,9,13,0,0,8.68,13.38,0.9426574074074073,0.2676,1.4510685717773644,0.4512205669071394,0.02103116149597231,0.00902441133814279,10,13.2,0.9543878600823044,0.264,9.8,60,507243782939,50,304.7789797782898,12.6,0.9067849794238683,0.252,9.6,61,773011093847,50,433.9126753807068,13.6,0.9437268518518517,0.272,7.0,62,547683245187,50,286.71388268470764,13.4,0.9409465020576131,0.268,12.2,63,640395380422,50,291.003365278244,12.6,0.9137371399176953,0.252,7.8,64,879040384379,50,384.0676543712616,13.4,0.9458539094650205,0.268,9.0,65,200954193244,50,313.35255885124207,13.8,0.9629218106995884,0.276,7.6,66,713257696361,50,258.52511739730835,14.0,0.9501774691358023,0.28,7.8,67,704707533766,50,265.98795890808105,13.4,0.9273482510288065,0.268,8.0,68,500483994515,50,338.6556477546692,13.8,0.9806893004115227,0.276,8.0,69,431484127431,50,227.64033484458923,3104.6381752490997,433.91805028915405
7,19,1.9,5,0,9,12,11,14,10,12,9,10,10,14,10,14,9,10,11,14,0.2344,0.9341552046690053,8.471262859991562,12,14,0,0,7.56,11.940000000000001,0.9452939814814814,0.23879999999999998,0.9112628599915615,0.21999999999999975,0.011138776812476145,0.004399999999999995,10,11.8,0.9386959876543209,0.236,7.2,70,507243782939,50,298.6680610179901,11.6,0.9497813786008229,0.232,6.6,71,773011093847,50,291.25761342048645,12.0,0.9485802469135803,0.24,8.8,72,547683245187,50,291.2290163040161,11.8,0.9585082304526747,0.236,7.2,73,640395380422,50,294.00677466392517,12.0,0.9571990740740739,0.24,8.6,74,879040384379,50,264.1015908718109,11.6,0.9357124485596705,0.232,6.6,75,200954193244,50,342.6007499694824,12.2,0.9384747942386831,0.244,8.0,76,713257696361,50,312.355642080307,12.2,0.951548353909465,0.244,7.6,77,704707533766,50,289.0232307910919,12.0,0.9536831275720162,0.24,8.8,78,500483994515,50,316.40738344192505,12.2,0.9207561728395061,0.244,6.2,79,431484127431,50,382.4899408817291,3082.1400034427643,382.9323422908783
8,77,7.7,5,0,11,14,9,11,9,12,11,13,10,13,9,10,11,14,12,14,0.3592671361735203,0.9532405103881892,15.480444389588301,12,14,0,0,13.679999999999998,18.200000000000003,0.9628508230452674,0.364,1.800444389588304,0.2366431913239844,0.009610312657078159,0.0047328638264796975,10,18.2,0.9680298353909463,0.364,14.0,80,507243782939,50,229.4304859638214,18.0,0.9576183127572016,0.36,15.4,81,773011093847,50,255.16795897483826,18.2,0.9727777777777776,0.364,15.6,82,547683245187,50,226.59589910507202,18.4,0.965375514403292,0.368,14.4,83,640395380422,50,234.82180380821228,17.8,0.9564248971193415,0.356,15.0,84,879040384379,50,262.2520716190338,18.6,0.979320987654321,0.372,12.4,85,200954193244,50,198.48719930648804,18.4,0.9523765432098765,0.368,10.4,86,713257696361,50,261.4318962097168,18.0,0.971872427983539,0.36,11.6,87,704707533766,50,238.91013073921204,18.0,0.9478549382716049,0.36,15.8,88,500483994515,50,272.3408291339874,18.4,0.9568569958847735,0.368,12.2,89,431484127431,50,240.6292450428009,2420.067519903183,272.7770392894745
9,25,2.5,5,0,12,14,10,13,9,10,10,13,12,14,11,14,9,12,12,14,0.29119999999999996,0.9512863298359722,10.886751697913569,10,14,12,14,9.579999999999998,14.939999999999998,0.9602354166666667,0.29879999999999995,1.306751697913571,0.3799999999999999,0.008949086830694482,0.007600000000000007,10,14.8,0.9700648148148148,0.296,9.8,90,507243782939,50,273.3800570964813,14.6,0.9552060185185185,0.292,10.6,91,773011093847,50,328.2182250022888,15.0,0.9556273148148147,0.3,10.0,92,547683245187,50,330.6853585243225,15.6,0.9688541666666666,0.312,9.8,93,640395380422,50,274.81174778938293,14.6,0.9605347222222221,0.292,8.6,94,879040384379,50,311.6155960559845,14.4,0.9422430555555554,0.288,9.2,95,200954193244,50,341.46219849586487,15.4,0.9640138888888888,0.308,6.8,96,713257696361,50,299.040061712265,15.2,0.9615069444444446,0.304,11.8,97,704707533766,50,292.0726230144501,15.2,0.973023148148148,0.304,8.6,98,500483994515,50,261.91093373298645,14.6,0.9512800925925926,0.292,10.6,99,431484127431,50,342.0916223526001,3055.2884237766266,342.54810881614685
