15 8 9 1 17 7 13 4 14 6 11 2 16 1 19 0 17 10 9 2 20 
15 4 9 1 9 8 11 3 14 0 10 7 12 4 18 8 11 0 10 8 134 
15 4 9 0 17 8 13 3 15 0 10 0 15 2 18 0 17 0 10 7 133 
15 3 12 2 16 7 13 2 14 0 10 1 17 4 19 0 19 0 10 8 19 
15 8 9 1 17 8 13 4 15 0 11 2 16 2 18 0 17 9 9 7 138 
15 4 9 0 16 8 13 2 15 0 10 0 17 2 17 0 17 0 10 8 135 
15 4 9 3 18 8 11 6 14 0 10 5 12 4 18 8 11 0 10 8 135 
15 4 9 0 15 6 13 2 13 6 9 0 17 0 18 0 11 0 9 2 16 
13 3 9 0 17 5 12 6 15 2 9 8 16 10 16 0 17 0 18 2 17 
15 3 9 0 16 8 17 2 12 4 10 0 17 2 18 0 17 0 10 8 132 
15 4 9 0 16 8 14 1 13 0 9 1 16 1 17 0 11 0 10 2 17 
15 8 9 1 17 8 13 4 14 0 11 2 16 1 19 0 17 9 9 2 20 
