,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,68,6.8,5,0,10,13,11,14,12,14,12,13,12,14,12,13,9,10,0.09940285772618564,0.9089143496722,11.819944750959603,0,0,0,0,0,0,8.2,10.64,0.9444100529100528,0.10640000000000001,1.2066482503198683,0.233238075793812,0.011831901079284255,0.002332380757938122,5,10.4,0.9323214285714283,0.104,7.0,0,948254457740,100,327.458886384964,10.4,0.9317394179894178,0.104,10.0,1,462692526779,100,293.43327236175537,11.0,0.9627976190476188,0.11,7.8,2,183056700150,100,210.75036358833313,10.8,0.9517724867724866,0.108,7.0,3,827341541378,100,265.16684198379517,10.6,0.9434193121693121,0.106,9.2,4,121389923579,100,275.7955152988434,1372.604879617691,327.8944580554962
1,123,12.3,5,0,12,14,12,14,9,11,9,10,9,11,10,12,9,12,0.18644524383081562,0.918185821014585,19.91937496184837,10,14,10,13,0,0,14.8,19.880000000000003,0.9596481481481479,0.1988,1.7064583206161232,0.4118252056394806,0.013820775711187642,0.004118252056394794,5,20.0,0.977986111111111,0.2,18.0,5,948254457740,100,230.5318899154663,19.6,0.9418647119341563,0.196,14.6,6,462692526779,100,364.62716007232666,19.8,0.9544367283950616,0.198,13.0,7,183056700150,100,309.85079407691956,20.6,0.9734773662551439,0.206,14.6,8,827341541378,100,222.68916749954224,19.4,0.9504758230452673,0.194,13.8,9,121389923579,100,329.0182559490204,1456.7172675132751,364.85835123062134
2,25,2.5,5,0,10,11,9,13,10,14,9,10,11,14,9,13,9,11,0.11373003340761381,0.9026542801270339,12.722399040767232,9,13,0,0,0,0,9.719999999999999,12.719999999999999,0.9564230324074074,0.1272,1.0007996802557444,0.4489988864128728,0.017922917426791196,0.004489988864128733,5,12.0,0.9359924768518518,0.12,9.8,10,948254457740,100,442.6981518268585,12.4,0.9333043981481481,0.124,11.2,11,462692526779,100,459.0002682209015,13.0,0.9746846064814814,0.13,10.2,12,183056700150,100,293.70613265037537,13.2,0.9683391203703702,0.132,8.2,13,827341541378,100,311.1587996482849,13.0,0.9697945601851852,0.13,9.2,14,121389923579,100,293.8474860191345,1800.4108383655548,459.27277994155884
3,84,8.4,5,0,9,10,10,13,10,14,9,10,10,11,9,11,12,14,0.15220526680779795,0.9248253705488436,15.891092124194575,9,11,12,14,0,0,12.64,15.6,0.9434104938271604,0.156,1.083697374731525,0.12649110640673528,0.006195041092772248,0.0012649110640673528,5,15.6,0.9460365226337447,0.156,13.6,15,948254457740,100,304.8670275211334,15.8,0.9506558641975307,0.158,13.4,16,462692526779,100,319.8153085708618,15.6,0.9475848765432099,0.156,13.4,17,183056700150,100,309.83016633987427,15.6,0.9335210905349793,0.156,12.0,18,827341541378,100,338.2542052268982,15.4,0.9392541152263374,0.154,10.8,19,121389923579,100,341.24319887161255,1614.0099065303802,341.5464882850647
4,177,17.7,5,0,11,12,11,12,9,13,11,14,12,14,12,13,10,12,0.2,0.9374272626787453,18.711991091302984,10,13,11,14,0,0,15.12,20.0,0.9585051440329216,0.2,1.1973303637676618,0.0,0.007025960451392093,0.0,5,20.0,0.9647710905349793,0.2,15.8,20,948254457740,100,195.89918637275696,20.0,0.9524202674897118,0.2,13.6,21,462692526779,100,272.35522389411926,20.0,0.9594675925925925,0.2,15.8,22,183056700150,100,243.0732445716858,20.0,0.9487422839506172,0.2,13.8,23,827341541378,100,239.177410364151,20.0,0.9671244855967076,0.2,16.6,24,121389923579,100,208.98926615715027,1159.4943313598633,272.57808899879456
5,170,17.0,5,0,9,10,11,12,11,12,11,14,10,12,12,13,10,11,0.1172,0.9388793984090418,11.588548009269342,12,14,0,0,0,0,8.8,11.959999999999999,0.9564398148148147,0.1196,0.9295160030897802,0.07999999999999971,0.005853472135257614,0.0008000000000000007,5,12.0,0.9633333333333332,0.12,9.4,25,948254457740,100,193.6602554321289,12.0,0.9517361111111109,0.12,8.0,26,462692526779,100,208.3623924255371,12.0,0.9554108796296295,0.12,7.4,27,183056700150,100,208.49424719810486,11.8,0.948790509259259,0.118,9.4,28,827341541378,100,233.0973265171051,12.0,0.9629282407407405,0.12,9.8,29,121389923579,100,201.69990396499634,1045.3141255378723,233.302264213562
6,76,7.6,5,0,12,14,11,14,9,13,10,12,11,14,10,11,10,12,0.13622002227174254,0.935214861725178,15.579599982220644,0,0,0,0,0,0,11.080000000000002,14.52,0.9630515873015872,0.1452,1.499866660740214,0.2993325909419156,0.009278908525469752,0.0029933259094191557,5,14.2,0.9619179894179893,0.142,10.8,30,948254457740,100,234.16286873817444,14.6,0.9662698412698412,0.146,8.6,31,462692526779,100,212.21998524665833,14.6,0.9679199735449735,0.146,11.8,32,183056700150,100,203.4496307373047,15.0,0.9731944444444443,0.15,11.0,33,827341541378,100,205.3614947795868,14.2,0.9459556878306878,0.142,13.2,34,121389923579,100,270.0076620578766,1125.2016415596008,270.2132489681244
7,48,4.8,5,0,9,12,11,14,10,11,12,14,11,14,12,13,10,12,0.10620526680779796,0.9267326142822293,11.184155471693584,0,0,0,0,0,0,8.92,11.0,0.954089947089947,0.11000000000000001,0.7547184905645282,0.12649110640673472,0.00911911093590591,0.0012649110640673528,5,10.8,0.9468915343915344,0.108,8.6,35,948254457740,100,298.2874581813812,11.0,0.9563293650793652,0.11,10.0,36,462692526779,100,252.8702473640442,11.0,0.9670436507936506,0.11,8.0,37,183056700150,100,251.64853858947754,11.2,0.9411706349206348,0.112,8.4,38,827341541378,100,292.9668493270874,11.0,0.9590145502645503,0.11,9.6,39,121389923579,100,238.7496259212494,1334.5227193832397,298.2932131290436
8,158,15.8,5,0,9,10,10,12,11,12,10,11,9,10,10,14,9,13,0.189427329309938,0.9415818921464494,19.088556900684658,12,14,11,13,9,11,16.560000000000002,19.6,0.9556166666666664,0.196,0.8428523002282189,0.21908902300206695,0.004678258173405701,0.0021908902300206666,5,19.6,0.9595208333333332,0.196,17.0,40,948254457740,100,262.9229824542999,19.8,0.9621249999999998,0.198,15.0,41,462692526779,100,262.2685558795929,19.6,0.9525277777777775,0.196,17.4,42,183056700150,100,279.34544825553894,19.8,0.9547361111111108,0.198,17.0,43,827341541378,100,273.4616849422455,19.2,0.9491736111111109,0.192,16.4,44,121389923579,100,320.19268321990967,1398.191354751587,320.32670068740845
9,62,6.2,5,0,9,10,12,13,9,12,10,13,10,14,9,11,12,13,0.17868117658368865,0.9352729769900725,21.770517219415765,9,12,12,14,9,12,15.679999999999998,18.48,0.9545453703703701,0.1848,2.030172406471923,0.2039607805437122,0.006424131126765861,0.002039607805437116,5,18.2,0.9580902777777777,0.182,17.4,45,948254457740,100,306.6680700778961,18.6,0.9489745370370368,0.186,12.4,46,462692526779,100,345.30191922187805,18.4,0.9617523148148146,0.184,17.4,47,183056700150,100,316.4297797679901,18.8,0.9449768518518518,0.188,17.0,48,827341541378,100,360.2388024330139,18.4,0.9589328703703703,0.184,14.2,49,121389923579,100,332.4032816886902,1661.0418531894684,360.42724680900574
