,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,sequential_execution_time,execution_time
0,81,8.1,5,0,11,12,9,10,10,13,10,14,10,12,0.08908117658368865,0.9145997401796808,10.286335345030997,0,0,0,0,0,0,0,0,0,0,7.0,9.52,0.9507550925925926,0.09519999999999999,1.0954451150103324,0.20396078054371167,0.012051784137637264,0.0020396078054371156,10,9.2,0.9357175925925926,0.092,7.6,0.0,119586514258.0,100.0,331.4687156677246,9.8,0.9513287037037035,0.098,7.4,1.0,922485741825.0,100.0,274.2099223136902,9.4,0.9576666666666664,0.094,7.4,2.0,886535215268.0,100.0,257.00225353240967,9.4,0.9326712962962962,0.094,4.8,3.0,312248258909.0,100.0,316.1947011947632,9.4,0.941810185185185,0.094,7.8,4.0,897057706678.0,100.0,268.2882444858551,9.8,0.9685277777777775,0.098,7.8,5.0,351295778251.0,100.0,207.2865915298462,9.8,0.9678749999999999,0.098,5.0,6.0,518662415273.0,100.0,252.7397336959839,9.4,0.9411203703703703,0.094,7.4,7.0,530592662936.0,100.0,288.0027594566345,9.6,0.9590185185185185,0.096,8.0,8.0,487847253556.0,100.0,228.86982607841492,9.4,0.9518148148148148,0.094,6.8,9.0,895162051072.0,100.0,257.02545285224915,2681.0882008075714,332.3021376132965
1,107,10.7,5,0,12,14,9,10,9,12,9,10,12,13,0.14098685347573026,0.9101303304266587,13.059578286469534,12,14,11,14,10,13,0,0,0,0,9.74,14.860000000000003,0.9524062499999998,0.14859999999999998,1.1065260954898444,0.2537715508089904,0.01409197319111369,0.0025377155080899064,10,14.8,0.9658738425925925,0.148,11.6,10.0,119586514258.0,100.0,334.3837642669678,14.8,0.9522453703703704,0.148,9.8,11.0,922485741825.0,100.0,369.71773624420166,15.0,0.9507581018518516,0.15,9.0,12.0,886535215268.0,100.0,373.7523159980774,14.8,0.9548553240740739,0.148,10.0,13.0,312248258909.0,100.0,350.34308767318726,14.6,0.9402372685185184,0.146,11.4,14.0,897057706678.0,100.0,386.3291103839874,15.0,0.9603587962962961,0.15,8.6,15.0,351295778251.0,100.0,309.4332778453827,15.4,0.9720775462962962,0.154,8.8,16.0,518662415273.0,100.0,265.5084385871887,15.0,0.9582349537037038,0.15,10.6,17.0,530592662936.0,100.0,362.19583106040955,14.8,0.9510995370370368,0.148,8.2,18.0,487847253556.0,100.0,383.01264929771423,14.4,0.9183217592592592,0.144,9.4,19.0,895162051072.0,100.0,473.51116967201233,3608.187381029129,473.91429805755615
2,15,1.5,5,0,12,14,12,13,12,14,11,14,12,14,0.059516250915080594,0.8944254684584879,5.90071410359145,11,12,9,13,0,0,0,0,0,0,4.5,6.719999999999999,0.9416051587301585,0.06720000000000001,0.46690470119715005,0.2561249694973139,0.01572656342389019,0.002561249694973139,10,6.8,0.9256117724867723,0.068,4.2,20.0,119586514258.0,100.0,404.560982465744,6.8,0.9333928571428568,0.068,5.0,21.0,922485741825.0,100.0,429.49117064476013,6.2,0.9504662698412697,0.062,4.8,22.0,886535215268.0,100.0,383.96010184288025,6.8,0.9326355820105819,0.068,3.8,23.0,312248258909.0,100.0,456.0331497192383,6.4,0.9635813492063491,0.064,4.8,24.0,897057706678.0,100.0,312.5138611793518,6.8,0.9216699735449734,0.068,4.8,25.0,351295778251.0,100.0,471.1407358646393,6.8,0.9238525132275132,0.068,3.6,26.0,518662415273.0,100.0,443.41597151756287,7.2,0.9552380952380951,0.072,4.4,27.0,530592662936.0,100.0,359.4460129737854,6.8,0.943369708994709,0.068,4.6,28.0,487847253556.0,100.0,394.0282254219055,6.6,0.9662334656084655,0.066,5.0,29.0,895162051072.0,100.0,287.45199060440063,3942.042202234268,471.5607912540436
3,26,2.6,5,0,11,14,9,10,9,11,12,14,9,10,0.07279999999999999,0.9053982445891771,8.214245449833145,10,13,9,11,0,0,0,0,0,0,5.68,8.24,0.9448306878306877,0.08239999999999999,0.8447484832777149,0.3200000000000001,0.01314414774717022,0.0031999999999999997,10,8.4,0.9409391534391534,0.084,4.4,30.0,119586514258.0,100.0,422.80051350593567,8.6,0.9636904761904762,0.086,5.2,31.0,922485741825.0,100.0,291.5324423313141,7.8,0.9323743386243386,0.078,6.2,32.0,886535215268.0,100.0,419.6382703781128,8.4,0.9549735449735449,0.084,5.2,33.0,312248258909.0,100.0,360.5385739803314,7.6,0.9197751322751323,0.076,6.8,34.0,897057706678.0,100.0,518.0105228424072,8.6,0.9593121693121692,0.086,7.0,35.0,351295778251.0,100.0,346.2621901035309,8.4,0.9359986772486771,0.084,5.8,36.0,518662415273.0,100.0,406.55307722091675,8.2,0.9571494708994709,0.082,6.0,37.0,530592662936.0,100.0,350.6037697792053,8.0,0.939212962962963,0.08,4.4,38.0,487847253556.0,100.0,440.86476278305054,8.4,0.9448809523809524,0.084,5.8,39.0,895162051072.0,100.0,406.94331789016724,3963.747440814972,518.3891282081604
4,48,4.8,5,0,9,10,12,14,9,11,9,10,11,14,0.11616235316737729,0.9210238085612509,12.421118215393804,12,14,12,14,12,14,12,14,0,0,9.379999999999999,12.84,0.9552577160493826,0.1284,1.013706071797935,0.40792156108742306,0.011411302496043916,0.004079215610874231,10,12.2,0.93488683127572,0.122,10.0,40.0,119586514258.0,100.0,512.4604992866516,13.4,0.9577777777777777,0.134,9.4,41.0,922485741825.0,100.0,382.81076431274414,12.8,0.9553960905349794,0.128,10.6,42.0,886535215268.0,100.0,371.22855520248413,12.8,0.9562551440329217,0.128,9.8,43.0,312248258909.0,100.0,389.23494839668274,12.2,0.9361882716049382,0.122,8.6,44.0,897057706678.0,100.0,464.2881314754486,13.0,0.968858024691358,0.13,8.4,45.0,351295778251.0,100.0,346.4488739967346,13.4,0.9672427983539094,0.134,8.2,46.0,518662415273.0,100.0,351.99401116371155,12.8,0.954506172839506,0.128,9.6,47.0,530592662936.0,100.0,396.8971109390259,13.2,0.9687037037037037,0.132,8.0,48.0,487847253556.0,100.0,325.72832345962524,12.6,0.9527623456790122,0.126,11.2,49.0,895162051072.0,100.0,395.9319097995758,3937.0231280326843,512.4647521972656
5,143,14.3,5,0,11,13,10,11,11,14,10,13,12,14,0.11108117658368868,0.9343626009887247,14.731372180146032,11,12,0,0,0,0,0,0,0,0,9.52,11.719999999999999,0.9677191358024689,0.11720000000000001,1.737124060048677,0.20396078054371142,0.011118844937914724,0.0020396078054371095,10,11.4,0.9505015432098762,0.114,10.0,50.0,119586514258.0,100.0,265.76770305633545,11.8,0.9613348765432096,0.118,9.4,51.0,922485741825.0,100.0,219.03061032295227,12.0,0.9837114197530864,0.12,7.8,52.0,886535215268.0,100.0,141.5751850605011,11.8,0.9828395061728393,0.118,9.0,53.0,312248258909.0,100.0,162.69452953338623,11.4,0.970293209876543,0.114,10.6,54.0,897057706678.0,100.0,224.21693348884583,11.6,0.9490663580246913,0.116,11.0,55.0,351295778251.0,100.0,263.1291997432709,12.0,0.9716589506172838,0.12,5.8,56.0,518662415273.0,100.0,168.3118200302124,11.8,0.972307098765432,0.118,9.4,57.0,530592662936.0,100.0,204.27810311317444,11.8,0.9711728395061726,0.118,12.6,58.0,487847253556.0,100.0,189.12009954452515,11.6,0.9643055555555554,0.116,9.6,59.0,895162051072.0,100.0,245.34959292411804,2083.473776817322,265.77231311798096
6,29,2.9,5,0,10,13,12,14,10,12,9,10,10,11,0.09158183692598057,0.8950472495097184,9.626536264200423,12,13,11,14,9,12,0,0,0,0,6.9,10.04,0.9475960648148147,0.1004,0.9088454214001409,0.29393876913398115,0.01751627176836545,0.0029393876913398104,10,10.0,0.9365219907407406,0.1,7.2,60.0,119586514258.0,100.0,418.89760637283325,10.0,0.958449074074074,0.1,7.2,61.0,922485741825.0,100.0,385.50170636177063,9.8,0.9519502314814814,0.098,5.4,62.0,886535215268.0,100.0,416.1899447441101,9.6,0.9381539351851852,0.096,5.4,63.0,312248258909.0,100.0,473.3460285663605,9.8,0.9541898148148146,0.098,7.2,64.0,897057706678.0,100.0,411.4898798465729,10.4,0.9707349537037036,0.104,7.0,65.0,351295778251.0,100.0,350.12277913093567,10.2,0.9339756944444444,0.102,7.6,66.0,518662415273.0,100.0,478.65622305870056,10.2,0.9410706018518518,0.102,6.8,67.0,530592662936.0,100.0,464.18425607681274,10.6,0.9763078703703703,0.106,6.6,68.0,487847253556.0,100.0,350.0840208530426,9.8,0.9146064814814814,0.098,8.6,69.0,895162051072.0,100.0,524.9517874717712,4273.42423248291,525.3913495540619
7,171,17.1,5,0,10,11,10,12,10,12,10,13,11,14,0.14999999999999988,0.9389107858632117,16.101595518999922,12,14,9,10,12,13,0,0,0,0,10.459999999999999,15.0,0.9536973379629629,0.14999999999999997,1.8805318396666408,0.0,0.004928850699917026,2.7755575615628914e-17,10,15.0,0.9559780092592591,0.15,10.8,70.0,119586514258.0,100.0,309.64664483070374,15.0,0.9597685185185184,0.15,11.4,71.0,922485741825.0,100.0,266.62958788871765,15.0,0.9479745370370368,0.15,13.4,72.0,886535215268.0,100.0,309.85257863998413,15.0,0.9489120370370367,0.15,9.2,73.0,312248258909.0,100.0,289.9799921512604,15.0,0.9604224537037036,0.15,12.8,74.0,897057706678.0,100.0,266.6388897895813,15.0,0.951423611111111,0.15,7.2,75.0,351295778251.0,100.0,325.32389307022095,15.0,0.9472164351851851,0.15,11.8,76.0,518662415273.0,100.0,339.3693563938141,15.0,0.9606886574074073,0.15,8.6,77.0,530592662936.0,100.0,238.56357264518738,15.0,0.952372685185185,0.15,10.6,78.0,487847253556.0,100.0,290.50305223464966,15.0,0.952216435185185,0.15,8.8,79.0,895162051072.0,100.0,288.2224805355072,2924.7300481796265,339.7494728565216
8,162,16.2,5,0,12,14,12,13,10,14,10,12,11,14,0.11626061230866015,0.930943165084971,11.73399331847724,0,0,0,0,0,0,0,0,0,0,9.040000000000001,11.92,0.9646296296296294,0.11919999999999997,0.8979977728257461,0.09797958971132678,0.011228821514886122,0.000979795897113272,10,11.8,0.9663611111111109,0.118,10.0,80.0,119586514258.0,100.0,212.04913687705994,12.0,0.9612314814814814,0.12,8.8,81.0,922485741825.0,100.0,174.02397084236145,12.0,0.9679953703703704,0.12,10.0,82.0,886535215268.0,100.0,153.59180283546448,12.0,0.9740277777777777,0.12,9.2,83.0,312248258909.0,100.0,143.43777513504028,12.0,0.980574074074074,0.12,8.0,84.0,897057706678.0,100.0,121.47490096092224,12.0,0.9593796296296295,0.12,7.4,85.0,351295778251.0,100.0,176.87834906578064,11.8,0.9361018518518517,0.118,8.6,86.0,518662415273.0,100.0,244.40850806236267,11.8,0.9621249999999998,0.118,8.6,87.0,530592662936.0,100.0,210.45881915092468,12.0,0.9682314814814814,0.12,10.4,88.0,487847253556.0,100.0,153.90302228927612,11.8,0.9702685185185184,0.118,9.4,89.0,895162051072.0,100.0,160.53342199325562,1750.7597072124481,244.83198356628418
9,62,6.2,5,0,11,12,12,13,12,14,12,14,10,11,0.11730090916605301,0.9154649491677884,12.98204947495655,11,14,10,13,12,14,0,0,0,0,8.98,12.28,0.9515486111111109,0.12280000000000002,1.3340164916521837,0.18330302779823374,0.012027887314440816,0.0018330302779823377,10,12.0,0.9383275462962961,0.12,7.2,90.0,119586514258.0,100.0,384.4972219467163,12.4,0.9545543981481479,0.124,10.4,91.0,922485741825.0,100.0,301.89344668388367,12.4,0.9609953703703703,0.124,8.6,92.0,886535215268.0,100.0,293.83982157707214,12.2,0.9505208333333331,0.122,7.8,93.0,312248258909.0,100.0,359.9421155452728,12.4,0.9722858796296295,0.124,9.6,94.0,897057706678.0,100.0,288.1686677932739,12.2,0.956087962962963,0.122,9.8,95.0,351295778251.0,100.0,352.58642053604126,12.4,0.9305960648148146,0.124,9.0,96.0,518662415273.0,100.0,397.2942066192627,12.6,0.9635995370370369,0.126,6.6,97.0,530592662936.0,100.0,316.09762167930603,12.2,0.9482233796296293,0.122,10.0,98.0,487847253556.0,100.0,349.031845331192,12.0,0.9402951388888888,0.12,10.8,99.0,895162051072.0,100.0,396.959778547287,3440.311146259308,397.7058436870575
