10 1 9 0 10 0 9 2 9 2 11 1 11 0 12 0 9 1 9 0 21 
10 1 9 0 10 0 9 0 9 0 11 0 11 0 12 0 9 1 9 0 18 
10 1 9 0 10 0 9 0 10 0 11 0 11 0 12 0 9 1 9 0 10 
10 1 9 0 10 0 9 2 9 2 11 1 11 0 12 0 9 1 9 0 21 
10 1 9 0 10 0 9 0 9 0 11 0 11 0 12 0 9 1 9 0 18 
10 1 9 0 10 0 9 0 10 0 11 0 11 0 12 0 9 1 9 0 10 
10 1 9 0 10 0 10 0 9 1 11 0 11 0 12 0 9 1 9 0 19 
10 1 9 0 10 0 9 0 9 1 11 0 11 1 12 0 9 1 9 0 20 
10 1 9 0 10 0 9 0 9 1 11 0 11 1 12 0 9 1 9 0 13 
10 1 9 0 10 0 9 0 9 1 11 0 11 0 12 0 9 1 9 0 18 
10 1 9 0 10 0 10 0 9 0 11 0 11 0 12 0 9 1 9 0 19 
10 1 9 0 10 0 9 0 10 0 11 0 11 0 12 0 9 1 9 0 19 
