,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,sequential_execution_time,execution_time
0,41,4.1,5,0,9,12,12,14,10,12,9,12,9,12,12,14,12,14,0.10927720967954886,0.9377389624826785,12.617108013793338,0,0,0,0,0,0,8.399999999999999,11.959999999999999,0.9591190476190476,0.11960000000000001,1.4057026712644463,0.3440930106817047,0.007126695045456394,0.003440930106817049,10,12.2,0.9613227513227514,0.122,8.0,0,238657604458,100,335.485821723938,11.4,0.9602314814814813,0.114,8.6,1,232007654419,100,354.7679982185364,11.8,0.9677248677248677,0.118,6.4,2,391329423632,100,323.5694212913513,11.4,0.9474669312169313,0.114,8.0,3,383873523543,100,428.9187307357788,12.0,0.9565079365079364,0.12,7.2,4,590426276866,100,364.18386673927307,12.0,0.9658928571428571,0.12,9.4,5,295283249794,100,333.68883991241455,12.0,0.9529960317460316,0.12,10.6,6,313950431318,100,391.1310954093933,12.2,0.9652248677248677,0.122,6.6,7,515929834886,100,307.04027104377747,12.6,0.9657076719576719,0.126,8.6,8,504589765151,100,319.6495213508606,12.0,0.9481150793650794,0.12,10.6,9,465610347917,100,425.0947961807251,3583.5303626060486,430.3585090637207
1,140,14.0,5,0,10,13,11,14,11,13,11,14,9,11,12,14,12,14,0.16795015528100077,0.9452943920690394,16.795346318982904,10,11,0,0,0,0,12.499999999999998,17.6,0.9672499999999999,0.176,1.4317821063276355,0.26832815729997517,0.007318535976986854,0.0026832815729997436,10,17.6,0.9770775462962964,0.176,12.6,10,238657604458,100,238.19377756118774,17.0,0.9574710648148147,0.17,14.8,11,232007654419,100,331.03177189826965,17.4,0.9673958333333333,0.174,13.8,12,391329423632,100,260.16228675842285,17.4,0.9569618055555555,0.174,11.2,13,383873523543,100,303.5599365234375,17.8,0.9675057870370369,0.178,10.2,14,590426276866,100,256.86870074272156,17.6,0.9568576388888889,0.176,11.8,15,295283249794,100,298.710186958313,17.6,0.9679340277777777,0.176,14.2,16,313950431318,100,262.52551341056824,17.8,0.9734837962962962,0.178,13.0,17,515929834886,100,211.65098214149475,18.0,0.9730324074074074,0.18,10.8,18,504589765151,100,223.16953897476196,17.8,0.9747800925925926,0.178,12.6,19,465610347917,100,250.605388879776,2636.4780838489532,331.5507400035858
2,34,3.4,5,0,9,13,10,13,11,14,12,14,11,14,11,14,9,12,0.13893763504816722,0.9419690569727224,15.357252408878004,11,13,0,0,0,0,10.7,15.34,0.9659756944444444,0.15339999999999998,1.552417469626002,0.4820788317277578,0.008002212490574005,0.004820788317277584,10,15.2,0.9616782407407407,0.152,9.0,20,238657604458,100,385.6731626987457,14.8,0.9702604166666667,0.148,13.0,21,232007654419,100,336.52544617652893,14.4,0.9580092592592593,0.144,10.2,22,391329423632,100,416.6087214946747,15.4,0.9687471064814814,0.154,12.0,23,383873523543,100,347.8129560947418,15.4,0.9706712962962963,0.154,11.2,24,590426276866,100,334.03579545021057,16.0,0.982873263888889,0.16,10.2,25,295283249794,100,256.9610004425049,15.0,0.9585127314814814,0.15,8.8,26,313950431318,100,412.20091438293457,15.6,0.9679079861111111,0.156,13.2,27,515929834886,100,351.3054897785187,16.0,0.9678443287037036,0.16,8.8,28,504589765151,100,337.1940538883209,15.6,0.953252314814815,0.156,10.6,29,465610347917,100,439.49531650543213,3617.812856912613,439.8888816833496
3,79,7.9,5,0,9,10,12,14,12,14,11,13,10,11,9,11,9,10,0.12090670334715788,0.8937918142329238,14.968989549135495,12,13,10,13,0,0,9.179999999999998,13.059999999999999,0.9458446502057611,0.1306,1.9296631830451656,0.32310988842807037,0.017350945324279114,0.0032310988842807055,10,13.0,0.9413271604938269,0.13,6.6,30,238657604458,100,394.30841088294983,13.4,0.9783487654320986,0.134,10.6,31,232007654419,100,228.69684529304504,12.8,0.9443569958847734,0.128,12.2,32,391329423632,100,361.7015640735626,12.6,0.9366203703703702,0.126,11.4,33,383873523543,100,423.4656627178192,13.0,0.9320164609053497,0.13,8.0,34,590426276866,100,394.91598629951477,13.2,0.9364146090534978,0.132,10.0,35,295283249794,100,432.97491216659546,13.0,0.9469084362139917,0.13,9.4,36,313950431318,100,385.0161430835724,12.8,0.9294753086419753,0.128,6.0,37,515929834886,100,444.7792761325836,13.0,0.9333539094650204,0.13,7.8,38,504589765151,100,379.17698407173157,13.8,0.9796244855967076,0.138,9.8,39,465610347917,100,244.70156502723694,3689.7373497486115,445.1994445323944
4,156,15.6,5,0,11,14,9,13,9,13,9,11,12,14,11,14,11,14,0.2339100111358713,0.9567548972941903,24.561978452802514,9,12,0,0,0,0,18.9,23.84,0.9704308449074073,0.23840000000000003,1.8873261509341723,0.1496662954709571,0.004558649204405653,0.0014966629547095778,10,23.8,0.9721585648148149,0.238,18.4,40,238657604458,100,304.6612961292267,23.8,0.972945601851852,0.238,22.0,41,232007654419,100,295.1794271469116,23.6,0.9692563657407406,0.236,17.8,42,391329423632,100,310.4389145374298,23.6,0.9640624999999999,0.236,15.8,43,383873523543,100,361.62135004997253,24.0,0.9730381944444444,0.24,17.8,44,590426276866,100,277.74450874328613,23.8,0.9643923611111112,0.238,20.4,45,295283249794,100,351.84642362594604,23.8,0.9742390046296295,0.238,20.2,46,313950431318,100,287.2239193916321,24.0,0.977890625,0.24,18.6,47,515929834886,100,262.4274492263794,24.0,0.9641087962962963,0.24,16.8,48,504589765151,100,331.8990023136139,24.0,0.9722164351851852,0.24,21.2,49,465610347917,100,298.3472032546997,3081.389494419098,362.0229113101959
5,64,6.4,5,0,9,10,11,14,9,12,11,13,9,10,12,14,10,12,0.10738530998503969,0.9247670531673838,11.89676316513236,0,0,0,0,0,0,8.5,11.419999999999998,0.9549140211640212,0.11420000000000001,1.1322543883774527,0.22715633383201111,0.010048989332212464,0.0022715633383201092,10,11.2,0.9580952380952379,0.112,6.2,50,238657604458,100,329.64879965782166,11.0,0.9630489417989417,0.11,8.8,51,232007654419,100,290.02928590774536,11.2,0.9686574074074075,0.112,9.2,52,391329423632,100,293.61863684654236,11.4,0.9592724867724868,0.114,9.8,53,383873523543,100,274.37779426574707,11.4,0.9468187830687829,0.114,9.6,54,590426276866,100,372.2854082584381,11.6,0.9527645502645502,0.116,9.2,55,295283249794,100,315.5097539424896,11.8,0.9691203703703702,0.118,7.6,56,313950431318,100,266.1478486061096,11.6,0.9408994708994708,0.116,7.2,57,515929834886,100,391.3523337841034,11.6,0.9393253968253967,0.116,8.0,58,504589765151,100,367.06246042251587,11.4,0.9511375661375662,0.114,9.4,59,465610347917,100,355.68620109558105,3255.718522787094,391.78718638420105
6,65,6.5,5,0,12,14,12,13,9,12,12,14,10,12,9,13,11,14,0.1292327076423402,0.9314247596031999,16.358272177294744,0,0,0,0,0,0,10.34,13.9,0.9536858465608464,0.139,2.0060907257649143,0.325576411921994,0.007420362319215485,0.0032557641192199355,10,14.0,0.9520601851851852,0.14,9.2,60,238657604458,100,262.01342606544495,13.4,0.9558333333333333,0.134,12.8,61,232007654419,100,297.99402928352356,13.6,0.9609523809523808,0.136,12.4,62,391329423632,100,256.3271200656891,13.6,0.9495171957671957,0.136,13.6,63,383873523543,100,299.2579131126404,13.8,0.9577116402116401,0.138,6.4,64,590426276866,100,276.9964644908905,14.6,0.9573181216931218,0.146,10.4,65,295283249794,100,238.20189332962036,13.8,0.9457473544973544,0.138,10.2,66,313950431318,100,306.4924991130829,14.2,0.9523115079365079,0.142,9.8,67,515929834886,100,309.292680978775,14.0,0.9389748677248678,0.14,9.4,68,504589765151,100,338.4866542816162,14.0,0.9664318783068782,0.14,9.2,69,465610347917,100,225.57870507240295,2810.641385793686,338.8888039588928
7,94,9.4,5,0,9,10,12,13,12,13,10,12,10,11,10,14,11,13,0.12068117658368868,0.9094776204760265,13.271295196424484,10,12,0,0,0,0,9.140000000000002,12.68,0.951716145833333,0.12680000000000002,1.3770983988081607,0.2039607805437115,0.014079508452435463,0.002039607805437116,10,12.4,0.9454340277777776,0.124,8.2,70,238657604458,100,374.6929636001587,12.4,0.9195659722222219,0.124,6.4,71,232007654419,100,431.12951612472534,12.6,0.9614756944444444,0.126,8.8,72,391329423632,100,310.08740425109863,12.8,0.9663281249999999,0.128,8.6,73,383873523543,100,338.79669666290283,12.4,0.9358246527777776,0.124,9.6,74,590426276866,100,429.2384853363037,12.8,0.9572048611111109,0.128,10.0,75,295283249794,100,372.6457779407501,13.0,0.9660763888888886,0.13,10.4,76,313950431318,100,279.59439849853516,12.8,0.9527777777777776,0.128,11.8,77,515929834886,100,333.0052604675293,12.8,0.9503385416666665,0.128,8.4,78,504589765151,100,379.9148325920105,12.8,0.9621354166666665,0.128,9.2,79,465610347917,100,323.7354040145874,3572.8407394886017,431.54799365997314
8,108,10.8,5,0,10,11,9,12,12,13,9,12,9,12,10,11,10,14,0.21632529070204176,0.9364994601682398,21.21215326029128,10,13,9,13,10,11,15.940000000000001,22.6,0.9652275462962961,0.22600000000000003,1.7573844200970938,0.3224903099319424,0.009576028709352093,0.003224903099319423,10,22.2,0.9590347222222222,0.222,17.2,80,238657604458,100,354.7190761566162,22.8,0.9713032407407406,0.228,12.4,81,232007654419,100,320.234011888504,22.4,0.9626111111111111,0.224,15.2,82,391329423632,100,300.9019122123718,22.6,0.9692384259259258,0.226,17.4,83,383873523543,100,280.1432008743286,22.8,0.9636249999999998,0.228,17.0,84,590426276866,100,357.03432393074036,22.8,0.9672824074074076,0.228,15.8,85,295283249794,100,316.8771562576294,22.2,0.9659259259259259,0.222,18.8,86,313950431318,100,338.6989109516144,22.2,0.9425671296296294,0.222,16.2,87,515929834886,100,395.92190289497375,23.2,0.9821759259259257,0.232,15.6,88,504589765151,100,240.45573139190674,22.8,0.968511574074074,0.228,13.8,89,465610347917,100,327.8716444969177,3232.857871055603,396.3556025028229
9,153,15.3,5,0,9,10,11,14,11,14,11,14,11,14,11,12,11,14,0.1926334368540005,0.9395329341703667,18.819944750959607,11,14,0,0,0,0,15.2,19.8,0.9659652777777777,0.198,1.2066482503198686,0.17888543819998332,0.008810781202470357,0.0017888543819998336,10,19.4,0.9470601851851852,0.194,14.8,90,238657604458,100,329.4408977031708,19.6,0.966550925925926,0.196,17.0,91,232007654419,100,276.7706663608551,19.8,0.9773958333333332,0.198,16.2,92,391329423632,100,235.81242442131042,20.0,0.9711689814814813,0.2,13.2,93,383873523543,100,243.86935663223267,19.8,0.9668865740740741,0.198,15.4,94,590426276866,100,250.1319601535797,20.0,0.9722337962962964,0.2,13.2,95,295283249794,100,222.6528263092041,19.8,0.9766550925925926,0.198,14.6,96,313950431318,100,222.86700344085693,19.8,0.9596412037037038,0.198,15.6,97,515929834886,100,289.69170236587524,20.0,0.9580555555555555,0.2,15.6,98,504589765151,100,293.8041133880615,19.8,0.9640046296296295,0.198,16.4,99,465610347917,100,283.79781341552734,2648.838764190674,329.4461290836334
10,106,10.6,5,0,10,12,10,13,9,12,10,12,9,13,11,14,10,12,0.19800000000000006,0.9346826526711288,20.510295102269367,9,11,10,11,0,0,14.580000000000002,20.46,0.9638014403292179,0.20460000000000003,1.9767650340897878,0.22000000000000067,0.009706262552696366,0.0021999999999999928,10,20.4,0.9678858024691357,0.204,14.4,100,238657604458,100,323.0321888923645,20.6,0.9754603909465018,0.206,15.2,101,232007654419,100,266.37582516670227,20.4,0.9719393004115227,0.204,16.8,102,391329423632,100,299.98615074157715,20.0,0.9581378600823045,0.2,10.8,103,383873523543,100,401.36100816726685,20.6,0.9760699588477364,0.206,13.0,104,590426276866,100,283.82786560058594,20.6,0.9467258230452672,0.206,12.0,105,295283249794,100,424.50580883026123,20.2,0.9511856995884772,0.202,17.4,106,313950431318,100,407.61570501327515,20.4,0.957631172839506,0.204,15.0,107,515929834886,100,402.73841643333435,20.6,0.970815329218107,0.206,15.4,108,504589765151,100,297.9344708919525,20.8,0.9621630658436214,0.208,15.8,109,465610347917,100,340.90962958335876,3448.2870693206787,424.9265594482422
11,69,6.9,5,0,10,11,12,13,11,12,12,13,9,11,9,12,10,11,0.09298530998503968,0.8728888934759557,11.121713936002784,11,13,0,0,0,0,6.92,9.98,0.937282986111111,0.0998,1.4005713120009278,0.22715633383201075,0.021464697545051807,0.002271563338320106,10,10.0,0.9391898148148146,0.1,6.2,110,238657604458,100,358.28926706314087,9.6,0.954403935185185,0.096,6.0,111,232007654419,100,330.95147824287415,9.8,0.9488078703703702,0.098,9.8,112,391329423632,100,328.8156199455261,10.4,0.963304398148148,0.104,5.6,113,383873523543,100,270.7125587463379,10.2,0.9608796296296295,0.102,5.0,114,590426276866,100,295.9101333618164,10.0,0.9311805555555553,0.1,8.6,115,295283249794,100,361.21498107910156,9.8,0.908645833333333,0.098,6.0,116,313950431318,100,421.2444894313812,10.2,0.951597222222222,0.102,7.8,117,515929834886,100,328.50319027900696,10.0,0.9004513888888886,0.1,7.2,118,504589765151,100,440.0481810569763,9.8,0.9143692129629629,0.098,7.0,119,465610347917,100,401.18817162513733,3536.878070831299,440.4803047180176
12,108,10.8,5,1,10,11,9,12,12,13,9,12,9,12,10,11,10,14,0.21632529070204176,0.9364994601682398,21.21215326029128,10,13,9,13,10,11,15.940000000000001,22.6,0.9652275462962961,0.22600000000000003,1.7573844200970938,0.3224903099319424,0.009576028709352093,0.003224903099319423,10,22.2,0.9590347222222222,0.222,17.2,80,238657604458,100,354.7190761566162,22.8,0.9713032407407406,0.228,12.4,81,232007654419,100,320.234011888504,22.4,0.9626111111111111,0.224,15.2,82,391329423632,100,300.9019122123718,22.6,0.9692384259259258,0.226,17.4,83,383873523543,100,280.1432008743286,22.8,0.9636249999999998,0.228,17.0,84,590426276866,100,357.03432393074036,22.8,0.9672824074074076,0.228,15.8,85,295283249794,100,316.8771562576294,22.2,0.9659259259259259,0.222,18.8,86,313950431318,100,338.6989109516144,22.2,0.9425671296296294,0.222,16.2,87,515929834886,100,395.92190289497375,23.2,0.9821759259259257,0.232,15.6,88,504589765151,100,240.45573139190674,22.8,0.968511574074074,0.228,13.8,89,465610347917,100,327.8716444969177,3232.857871055603,0.0015301704406738281
13,156,15.6,5,1,11,14,9,13,9,13,9,11,12,14,11,14,11,14,0.2339100111358713,0.9567548972941903,24.561978452802514,9,12,0,0,0,0,18.9,23.84,0.9704308449074073,0.23840000000000003,1.8873261509341723,0.1496662954709571,0.004558649204405653,0.0014966629547095778,10,23.8,0.9721585648148149,0.238,18.4,40,238657604458,100,304.6612961292267,23.8,0.972945601851852,0.238,22.0,41,232007654419,100,295.1794271469116,23.6,0.9692563657407406,0.236,17.8,42,391329423632,100,310.4389145374298,23.6,0.9640624999999999,0.236,15.8,43,383873523543,100,361.62135004997253,24.0,0.9730381944444444,0.24,17.8,44,590426276866,100,277.74450874328613,23.8,0.9643923611111112,0.238,20.4,45,295283249794,100,351.84642362594604,23.8,0.9742390046296295,0.238,20.2,46,313950431318,100,287.2239193916321,24.0,0.977890625,0.24,18.6,47,515929834886,100,262.4274492263794,24.0,0.9641087962962963,0.24,16.8,48,504589765151,100,331.8990023136139,24.0,0.9722164351851852,0.24,21.2,49,465610347917,100,298.3472032546997,3081.389494419098,0.0010426044464111328
14,156,15.6,5,1,11,13,9,13,9,12,9,10,12,14,11,14,11,14,0.203913850194456,0.9529326360858701,20.058449699571074,9,12,0,0,0,0,16.06,20.860000000000003,0.9698052662037036,0.20859999999999998,1.3328165665236915,0.15620499351813255,0.0056242100392778155,0.0015620499351813324,10,20.6,0.9712297453703704,0.206,15.8,120,238657604458,100,285.3882613182068,20.8,0.9749450231481481,0.208,14.6,121,232007654419,100,266.5948894023895,20.8,0.964626736111111,0.208,16.2,122,391329423632,100,301.43695187568665,21.0,0.9776302083333333,0.21,16.8,123,383873523543,100,245.10511660575867,20.6,0.9610619212962963,0.206,14.6,124,590426276866,100,315.0853645801544,21.0,0.9693113425925926,0.21,14.4,125,295283249794,100,282.660356760025,21.0,0.9770630787037037,0.21,16.8,126,313950431318,100,236.83711051940918,20.8,0.9729311342592593,0.208,18.6,127,515929834886,100,268.92817902565,21.0,0.9627488425925925,0.21,15.2,128,504589765151,100,313.9623363018036,21.0,0.9665046296296295,0.21,17.6,129,465610347917,100,286.20326828956604,2802.20183467865,315.49577617645264
