10 8 12 10 11 8 11 4 14 6 9 8 11 3 10 3 14 11 17 7 24 
16 8 10 0 16 2 15 1 10 1 9 7 19 8 14 7 17 10 12 4 24 
16 8 19 9 17 1 15 4 13 1 9 7 19 9 14 3 15 10 12 2 153 
15 9 14 10 16 1 14 4 12 1 12 6 10 3 10 10 15 9 18 2 19 
15 8 14 10 10 1 10 4 12 1 11 6 10 3 10 10 15 9 18 2 24 
13 10 14 1 17 8 13 1 14 6 9 7 10 8 10 9 16 6 11 2 13 
10 8 9 0 16 3 11 2 14 4 9 7 10 2 14 3 15 11 17 7 23 
16 6 17 9 9 1 15 4 10 4 12 6 19 10 9 7 18 10 12 2 158 
16 6 19 1 17 1 15 1 11 1 9 7 19 9 14 7 17 10 12 2 158 
16 5 19 8 17 1 15 1 11 1 9 7 19 9 14 7 17 10 12 2 152 
16 6 19 9 17 1 15 4 11 2 12 7 19 10 14 7 17 10 12 2 158 
11 5 18 8 9 9 16 1 13 5 11 4 13 3 9 7 17 0 18 1 160 
