,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,81,8.1,5,0,11,12,9,10,10,13,10,14,10,12,0.1854701778718653,0.9336833369274327,8.286962651593832,0,0,0,0,0,0,0,0,0,0,6.56,9.4,0.9476379629629628,0.188,1.726962651593832,0.12649110640673528,0.013954626035530148,0.0025298221281347057,5,9.2,0.923574074074074,0.184,9.6,0,119586514258,50,167.96053957939148,9.4,0.9496296296296295,0.188,6.4,1,922485741825,50,147.22494053840637,9.6,0.9665462962962963,0.192,5.6,2,886535215268,50,111.79063320159912,9.4,0.9529675925925926,0.188,4.4,3,312248258909,50,153.40264248847961,9.4,0.9454722222222222,0.188,6.8,4,897057706678,50,152.31331610679626,732.6920719146729,168.82778406143188
1,107,10.7,5,0,12,14,9,10,9,12,9,10,12,13,0.29380667409058087,0.9481844026406043,11.39646138101151,12,14,11,14,10,13,0,0,0,0,10.72,14.84,0.95821875,0.2968,0.6764613810115104,0.1496662954709577,0.010034347359395703,0.0029933259094191557,5,15.0,0.9646180555555554,0.3,10.4,5,119586514258,50,169.77547097206116,15.0,0.9639583333333333,0.3,9.6,6,922485741825,50,167.28996419906616,14.8,0.94921875,0.296,11.0,7,886535215268,50,189.83957076072693,14.6,0.9435416666666667,0.292,11.0,8,312248258909,50,184.6910219192505,14.8,0.9697569444444445,0.296,11.6,9,897057706678,50,170.76765489578247,882.3636827468872,190.24070954322815
2,15,1.5,5,0,12,14,12,13,12,14,11,14,12,14,0.12504371222813387,0.9344355980759673,6.144618905117729,11,12,9,13,0,0,0,0,0,0,4.8,6.640000000000001,0.940199074074074,0.1328,1.3446189051177289,0.38781438859330625,0.005763475998106622,0.007756287771866125,5,7.2,0.9329332010582009,0.144,2.8,10,119586514258,50,195.2829508781433,7.0,0.9337367724867723,0.14,3.6,11,922485741825,50,222.0638599395752,6.4,0.9460780423280422,0.128,5.8,12,886535215268,50,200.82337307929993,6.2,0.9423677248677248,0.124,6.2,13,312248258909,50,206.8967957496643,6.4,0.9458796296296296,0.128,5.6,14,897057706678,50,194.44255185127258,1019.5095314979553,222.45493912696838
3,26,2.6,5,0,11,14,9,10,9,11,12,14,9,10,0.1573067197877274,0.9482470322444445,6.345621996886821,10,13,9,11,0,0,0,0,0,0,5.24,8.2,0.9521428571428572,0.164,1.1056219968868202,0.3346640106136303,0.0038958248984126954,0.006693280212272603,5,8.4,0.9546891534391533,0.168,5.2,15,119586514258,50,193.62952399253845,8.6,0.9579960317460318,0.172,3.6,16,922485741825,50,192.9055097103119,8.2,0.9473875661375659,0.164,7.0,17,886535215268,50,215.516939163208,7.6,0.952037037037037,0.152,4.8,18,312248258909,50,198.9297535419464,8.2,0.9486044973544973,0.164,5.6,19,897057706678,50,199.18315529823303,1000.1648817062378,215.52162790298462
4,48,4.8,5,0,9,10,12,14,9,11,9,10,11,14,0.2503207843891258,0.9393306218912763,8.953977329651169,12,14,12,14,12,14,12,14,0,0,8.16,12.719999999999999,0.9473539094650205,0.2544,0.7939773296511686,0.20396078054371142,0.008023287573744218,0.004079215610874232,5,12.8,0.9623713991769546,0.256,9.4,20,119586514258,50,189.0121874809265,12.6,0.9465174897119341,0.252,8.8,21,922485741825,50,226.8116898536682,12.4,0.9384722222222222,0.248,7.6,22,886535215268,50,233.18275213241577,13.0,0.9458693415637859,0.26,7.4,23,312248258909,50,216.48344826698303,12.8,0.9435390946502058,0.256,7.6,24,897057706678,50,219.31010246276855,1084.800180196762,233.5716745853424
5,143,14.3,5,0,11,13,10,11,11,14,10,13,12,14,0.23120000000000002,0.9601300390439436,10.688358922746179,11,12,0,0,0,0,0,0,0,0,9.44,11.720000000000002,0.9672438271604937,0.2344,1.2483589227461789,0.16000000000000023,0.007113788116550122,0.0031999999999999906,5,12.0,0.9756944444444443,0.24,8.0,25,119586514258,50,104.87310099601746,11.6,0.9597299382716048,0.232,10.0,26,922485741825,50,131.7303068637848,11.8,0.9760030864197531,0.236,8.2,27,886535215268,50,111.17708396911621,11.6,0.961550925925926,0.232,9.6,28,312248258909,50,132.63704085350037,11.6,0.9632407407407406,0.232,11.4,29,897057706678,50,134.997394323349,615.4149270057678,135.00273489952087
6,29,2.9,5,0,10,13,12,14,10,12,9,10,10,11,0.19542576169033493,0.9537031075183032,8.592956211161757,12,13,11,14,9,12,0,0,0,0,7.12,10.120000000000001,0.9625057870370369,0.2024,1.4729562111617576,0.348711915483254,0.008802679518733664,0.006974238309665073,5,10.0,0.9688310185185184,0.2,7.4,30,119586514258,50,176.85453057289124,10.8,0.9580613425925926,0.216,4.6,31,922485741825,50,195.44737672805786,10.0,0.9609027777777777,0.2,9.2,32,886535215268,50,199.7143235206604,9.8,0.9751157407407407,0.196,7.4,33,312248258909,50,166.15000867843628,10.0,0.9496180555555556,0.2,7.0,34,897057706678,50,185.12623643875122,923.292475938797,200.1020097732544
7,171,17.1,5,0,10,11,10,12,10,12,10,13,11,14,0.3,0.9500387447309776,11.13466401061363,12,14,9,10,12,13,0,0,0,0,10.8,15.0,0.9537569444444444,0.3,0.3346640106136299,0.0,0.0037181997134667615,0.0,5,15.0,0.9548263888888886,0.3,10.4,35,119586514258,50,169.4407114982605,15.0,0.9465856481481482,0.3,10.6,36,922485741825,50,178.98610544204712,15.0,0.9568865740740738,0.3,11.2,37,886535215268,50,154.74035739898682,15.0,0.9563252314814813,0.3,10.6,38,312248258909,50,158.42209482192993,15.0,0.9541608796296295,0.3,11.2,39,897057706678,50,156.01304292678833,817.6023120880127,178.99086380004883
8,162,16.2,5,0,12,14,12,13,10,14,10,12,11,14,0.2352,0.9603049889133731,11.50290871499275,0,0,0,0,0,0,0,0,0,0,9.919999999999998,11.84,0.9671425925925925,0.23679999999999998,1.5829087149927508,0.07999999999999972,0.006837603679219355,0.0016000000000000014,5,11.8,0.9606805555555555,0.236,10.0,40,119586514258,50,112.46337151527405,11.8,0.968162037037037,0.236,9.8,41,922485741825,50,96.51107382774353,11.8,0.9587499999999999,0.236,8.8,42,886535215268,50,106.19958686828613,12.0,0.9775833333333332,0.24,8.2,43,312248258909,50,73.83527636528015,11.8,0.970537037037037,0.236,12.8,44,897057706678,50,97.85770416259766,486.8670127391815,112.47366380691528
9,62,6.2,5,0,11,12,12,13,12,14,12,14,10,11,0.23832078438912577,0.939246590127783,10.367664068296705,11,14,10,13,12,14,0,0,0,0,9.32,12.12,0.948861111111111,0.2424,1.0476640682967036,0.20396078054371114,0.009614520983328026,0.004079215610874232,5,12.4,0.9475578703703703,0.248,7.8,45,119586514258,50,163.7655668258667,12.2,0.949554398148148,0.244,10.6,46,922485741825,50,170.02291870117188,12.2,0.9644444444444444,0.244,9.8,47,886535215268,50,142.1363832950592,11.8,0.9486226851851851,0.236,8.4,48,312248258909,50,185.3974323272705,12.0,0.9341261574074073,0.24,10.0,49,897057706678,50,182.8127043247223,844.1350054740906,185.40343022346497
