,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,65,6.5,5,0,12,14,12,14,9,11,12,14,9,10,11,13,9,11,12,14,0.1208918681542924,0.9525809714887783,9.331370849898477,0,0,0,0,8.200000000000001,12.52,0.9599583333333331,0.1252,1.131370849898476,0.4308131845707605,0.007377361844554851,0.004308131845707607,5,12.8,0.9551388888888888,0.128,10.0,0,507243782939,100,338.17048048973083,13.0,0.9743402777777777,0.13,6.8,1,773011093847,100,286.5790784358978,12.8,0.9560243055555554,0.128,8.4,2,547683245187,100,346.27488350868225,12.0,0.9548263888888888,0.12,7.2,3,640395380422,100,400.1337480545044,12.0,0.9594618055555555,0.12,8.6,4,879040384379,100,377.7308557033539,1748.8890461921692,401.3257155418396
1,106,10.6,5,0,9,13,10,13,10,14,11,12,10,12,9,11,10,14,11,13,0.20848706800674988,0.9414931345886821,16.429608629055995,9,10,0,0,15.280000000000001,21.119999999999997,0.9513436213991768,0.2112,1.1496086290559933,0.27129319932501106,0.009850486810494738,0.00271293199325011,5,21.6,0.9670473251028804,0.216,16.8,5,507243782939,100,332.67756271362305,21.0,0.9523122427983538,0.21,14.8,6,773011093847,100,414.08284044265747,21.2,0.9508333333333332,0.212,16.0,7,547683245187,100,415.32917761802673,21.0,0.9505684156378601,0.21,13.4,8,640395380422,100,432.97155117988586,20.8,0.9359567901234568,0.208,15.4,9,879040384379,100,491.43021869659424,2086.4913506507874,491.97258710861206
2,24,2.4,5,0,10,14,9,13,11,14,11,13,9,12,9,10,9,13,12,14,0.14008706800674992,0.9408298655296119,11.257997772825748,12,14,0,0,10.360000000000001,14.280000000000001,0.9579444444444445,0.1428,0.8979977728257459,0.2712931993250111,0.017114578914832552,0.0027129319932501037,5,14.0,0.953585390946502,0.14,11.4,10,507243782939,100,538.7621891498566,14.2,0.9296502057613169,0.142,9.4,11,773011093847,100,643.9817209243774,14.8,0.9580272633744856,0.148,11.4,12,547683245187,100,441.3498418331146,14.2,0.9817978395061728,0.142,10.2,13,640395380422,100,330.0953006744385,14.2,0.9666615226337447,0.142,9.4,14,879040384379,100,411.8847634792328,2366.07381606102,644.5809004306793
3,158,15.8,5,0,10,14,12,14,12,14,10,13,12,13,11,14,12,14,11,13,0.18782020410288672,0.9517533973707512,15.772952303175249,0,0,0,0,14.84,18.88,0.9608292824074075,0.1888,0.9329523031752482,0.09797958971132678,0.009075885036656342,0.000979795897113272,5,19.0,0.9663859953703704,0.19,15.2,15,507243782939,100,192.1816565990448,18.8,0.9463802083333333,0.188,13.2,16,773011093847,100,252.58877635002136,18.8,0.9548726851851852,0.188,16.0,17,547683245187,100,259.25291657447815,19.0,0.971892361111111,0.19,14.6,18,640395380422,100,190.06128406524658,18.8,0.964615162037037,0.188,15.2,19,879040384379,100,198.66300463676453,1092.7476382255554,259.74466347694397
4,42,4.2,5,0,9,10,9,12,10,13,11,12,11,14,10,13,0,0,0,0,0.09716039219456288,0.9452646622610817,7.570842298052804,0,0,0,0,6.68,9.919999999999998,0.9535185185185184,0.0992,0.8908422980528037,0.20396078054371122,0.008253856257436708,0.002039607805437112,5,10.2,0.9637037037037036,0.102,5.6,20,507243782939,100,292.9605813026428,9.6,0.9482098765432099,0.096,5.6,21,773011093847,100,392.8894054889679,10.0,0.9488888888888889,0.1,7.2,22,547683245187,100,360.85272789001465,9.8,0.9437191358024691,0.098,7.6,23,640395380422,100,375.2844567298889,10.0,0.9630709876543211,0.1,7.4,24,879040384379,100,307.0488967895508,1729.036068201065,393.13621068000793
5,164,16.4,5,0,11,14,12,14,11,14,11,13,12,14,10,14,12,13,10,14,0.27844040820577354,0.9614121870245059,21.738830724933702,10,14,10,13,20.199999999999996,28.04,0.9668087962962962,0.28040000000000004,1.5388307249337083,0.19595917942265356,0.005396609271790339,0.0019595917942265236,5,28.4,0.9721597222222222,0.284,20.8,25,507243782939,100,270.5234839916229,28.0,0.9734768518518517,0.28,19.0,26,773011093847,100,279.214230298996,28.0,0.9590370370370369,0.28,20.0,27,547683245187,100,322.45226764678955,27.8,0.9634398148148147,0.278,18.4,28,640395380422,100,304.5589621067047,28.0,0.9659305555555555,0.28,22.8,29,879040384379,100,281.68872594833374,1458.437669992447,322.9184033870697
6,23,2.3,5,0,10,12,9,13,10,12,12,14,9,13,11,12,11,14,12,14,0.13180910976997934,0.9375882972755694,11.055628777186612,9,13,0,0,10.28,13.4,0.9463425925925926,0.134,0.7756287771866127,0.21908902300206695,0.008754295317023193,0.0021908902300206666,5,13.4,0.9422505144032921,0.134,11.0,30,507243782939,100,595.0064425468445,13.4,0.9425900205761315,0.134,9.6,31,773011093847,100,495.3238003253937,13.8,0.9565252057613167,0.138,11.2,32,547683245187,100,478.087607383728,13.2,0.9562628600823044,0.132,9.2,33,640395380422,100,447.47772789001465,13.2,0.9340843621399176,0.132,10.4,34,879040384379,100,512.8301000595093,2528.72567820549,595.0163328647614
7,19,1.9,5,0,9,12,11,14,10,12,9,10,10,14,10,14,9,10,11,14,0.11543929829960345,0.9421398797493051,9.058614646459834,12,14,0,0,7.76,12.0,0.9533251028806584,0.12,1.2986146464598347,0.45607017003965516,0.011185223131353303,0.00456070170039655,5,12.4,0.9516846707818929,0.124,9.8,35,507243782939,100,450.5136880874634,12.0,0.9634284979423866,0.12,6.8,36,773011093847,100,462.79016041755676,12.6,0.967278806584362,0.126,6.8,37,547683245187,100,408.14839696884155,11.6,0.948233024691358,0.116,6.6,38,640395380422,100,499.0257251262665,11.4,0.9360005144032922,0.114,8.8,39,879040384379,100,582.5929973125458,2403.070967912674,583.0565729141235
8,77,7.7,5,0,11,14,9,11,9,12,11,13,10,13,9,10,11,14,12,14,0.18021114561800017,0.9568916742632393,13.868801805866774,12,14,0,0,13.16,18.2,0.9614958847736625,0.182,0.7088018058667739,0.17888543819998254,0.00460421051042329,0.0017888543819998333,5,18.4,0.9572170781893004,0.184,13.2,40,507243782939,100,383.32603788375854,18.0,0.9699279835390947,0.18,13.4,41,773011093847,100,330.56235241889954,18.4,0.9627932098765432,0.184,14.2,42,547683245187,100,346.38454580307007,18.0,0.9589248971193415,0.18,12.0,43,640395380422,100,374.3970696926117,18.2,0.9586162551440327,0.182,13.0,44,879040384379,100,361.10442447662354,1795.7744302749634,383.33082580566406
9,25,2.5,5,0,12,14,10,13,9,10,10,13,12,14,11,14,9,12,12,14,0.14268174794360522,0.9519357080621822,12.174801574802363,10,14,12,14,10.6,14.680000000000001,0.9577310185185185,0.1468,1.574801574802362,0.41182520563947983,0.005795310456336343,0.004118252056394794,5,15.2,0.9571388888888889,0.152,9.8,45,507243782939,100,472.5630898475647,14.0,0.9538194444444444,0.14,12.6,46,773011093847,100,550.204998254776,15.0,0.9661944444444442,0.15,11.4,47,547683245187,100,419.9476783275604,14.6,0.9497175925925927,0.146,8.0,48,640395380422,100,559.1796982288361,14.6,0.9617847222222222,0.146,11.2,49,879040384379,100,448.44489192962646,2450.3403565883636,559.6549308300018
