,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,38,3.8,5,0,12,14,10,12,9,12,9,11,11,14,12,13,11,13,10,11,12,13,0.1172,0.9446798522681074,10.071535654124695,0,0,8.28,11.879999999999999,0.9512222222222222,0.11879999999999999,1.7915356541246958,0.16000000000000006,0.00654236995411485,0.0015999999999999966,5,12.0,0.9524999999999998,0.12,9.8,0.0,709017780508.0,100.0,307.8155138492584,12.0,0.9439403292181068,0.12,7.6,1.0,888796354648.0,100.0,313.59475564956665,11.8,0.963065843621399,0.118,10.8,2.0,280146518876.0,100.0,235.9264042377472,11.6,0.9472942386831276,0.116,5.8,3.0,944658136007.0,100.0,346.5129590034485,12.0,0.9493106995884774,0.12,7.4,4.0,977572622211.0,100.0,333.3543086051941,1537.2039413452148,346.8350338935852
1,76,7.6,5,0,9,10,10,12,9,10,9,12,10,11,9,13,11,14,10,12,12,14,0.1867603921945629,0.9456818542184303,16.879024245107072,9,12,13.6,18.880000000000003,0.952675462962963,0.1888,3.2790242451070717,0.20396078054371067,0.006993608744532722,0.002039607805437116,5,19.0,0.9533009259259261,0.19,11.0,5.0,709017780508.0,100.0,352.77637910842896,18.8,0.9415740740740741,0.188,15.8,6.0,888796354648.0,100.0,341.5758821964264,18.6,0.9514398148148148,0.186,10.6,7.0,280146518876.0,100.0,324.79384088516235,18.8,0.9534907407407408,0.188,11.6,8.0,944658136007.0,100.0,337.50694465637207,19.2,0.9635717592592592,0.192,19.0,9.0,977572622211.0,100.0,286.75301003456116,1643.406056880951,352.7816107273102
2,104,10.4,5,0,12,13,12,14,9,10,11,13,9,11,12,13,9,10,10,13,0,0,0.11806761924206188,0.9348704517874902,9.181850794617063,0,0,7.56,12.040000000000001,0.9502708333333333,0.1204,1.6218507946170633,0.23323807579381187,0.015400381545843082,0.002332380757938117,5,12.0,0.936423611111111,0.12,8.0,10.0,709017780508.0,100.0,311.63276839256287,12.2,0.9590451388888888,0.122,8.0,11.0,888796354648.0,100.0,226.85723781585693,11.6,0.927355324074074,0.116,9.0,12.0,280146518876.0,100.0,311.7915256023407,12.2,0.9638599537037036,0.122,4.4,13.0,944658136007.0,100.0,218.75504207611084,12.2,0.9646701388888888,0.122,8.4,14.0,977572622211.0,100.0,233.66685390472412,1302.7034277915955,311.92298769950867
3,167,16.7,5,0,12,13,10,14,9,10,12,14,12,14,12,14,9,13,11,14,0,0,0.1888,0.9481236752589016,14.720799680255746,0,0,13.720000000000002,18.96,0.9602471064814815,0.1896,1.0007996802557442,0.07999999999999972,0.01212343122257991,0.0008000000000000007,5,19.0,0.9475578703703702,0.19,12.6,15.0,709017780508.0,100.0,284.44139075279236,19.0,0.9606886574074074,0.19,14.6,16.0,888796354648.0,100.0,229.76585459709167,19.0,0.9777256944444443,0.19,13.0,17.0,280146518876.0,100.0,188.82116079330444,18.8,0.946351273148148,0.188,13.2,18.0,944658136007.0,100.0,269.7360010147095,19.0,0.968912037037037,0.19,15.2,19.0,977572622211.0,100.0,201.49878549575806,1174.263192653656,284.4479241371155
4,187,18.7,5,0,9,13,11,14,9,10,10,12,11,14,9,11,9,12,10,13,10,13,0.2398202041028867,0.9456106056959644,19.649144888286,0,0,17.72,24.080000000000002,0.9493641975308641,0.2408,1.9291448882859994,0.09797958971132678,0.0037535918348996595,0.000979795897113272,5,24.2,0.9537654320987653,0.242,16.6,20.0,709017780508.0,100.0,324.0272493362427,24.0,0.9456635802469135,0.24,16.4,21.0,888796354648.0,100.0,353.20829486846924,24.0,0.9511779835390946,0.24,20.6,22.0,280146518876.0,100.0,345.57618498802185,24.2,0.9520396090534979,0.242,15.6,23.0,944658136007.0,100.0,328.59788250923157,24.0,0.9441743827160494,0.24,19.4,24.0,977572622211.0,100.0,366.79214811325073,1718.201759815216,366.94705176353455
5,92,9.2,5,0,10,13,10,14,10,11,9,13,9,12,12,14,10,11,11,14,9,11,0.2039503846381456,0.9444142271933247,17.57264789274807,0,0,14.719999999999999,20.72,0.9577062757201645,0.2072,2.852647892748069,0.32496153618543866,0.013292048526839833,0.0032496153618543867,5,20.4,0.9482638888888888,0.204,14.0,25.0,709017780508.0,100.0,304.54068636894226,21.0,0.9763271604938271,0.21,18.0,26.0,888796354648.0,100.0,224.54527878761292,20.4,0.946301440329218,0.204,17.0,27.0,280146518876.0,100.0,308.4788372516632,21.2,0.9713683127572015,0.212,9.8,28.0,944658136007.0,100.0,255.66165781021118,20.6,0.9462705761316871,0.206,14.8,29.0,977572622211.0,100.0,294.52729845046997,1387.7537586688995,308.70936918258667
6,47,4.7,5,0,12,14,12,13,10,11,12,14,10,12,11,14,0,0,0,0,0,0,0.08076039219456291,0.9567216643265841,6.619803902718557,0,0,5.6,8.28,0.9645123456790122,0.08280000000000001,1.019803902718557,0.20396078054371145,0.007790681352428099,0.0020396078054371112,5,8.0,0.9615123456790121,0.08,5.6,30.0,709017780508.0,100.0,228.70963096618652,8.2,0.965841049382716,0.082,5.8,31.0,888796354648.0,100.0,194.76669478416443,8.6,0.9558796296296296,0.086,4.0,32.0,280146518876.0,100.0,206.6820433139801,8.2,0.9605787037037036,0.082,5.4,33.0,944658136007.0,100.0,207.18407440185547,8.4,0.9787499999999999,0.084,7.2,34.0,977572622211.0,100.0,158.3794207572937,995.7218642234802,228.715891122818
7,40,4.0,5,0,11,12,10,13,12,14,9,13,10,12,10,11,9,12,12,13,0,0,0.11964040820577346,0.9349596554322753,9.198460398859773,0,0,8.16,12.16,0.9507424768518516,0.1216,1.0384603988597734,0.19595917942265398,0.015782821419576286,0.0019595917942265445,5,12.2,0.9241984953703701,0.122,7.0,35.0,709017780508.0,100.0,335.0530595779419,12.2,0.9411689814814813,0.122,7.4,36.0,888796354648.0,100.0,296.71986865997314,11.8,0.9606597222222221,0.118,7.6,37.0,280146518876.0,100.0,266.470219373703,12.2,0.9658015046296295,0.122,9.6,38.0,944658136007.0,100.0,251.70284366607666,12.4,0.9618836805555555,0.124,9.2,39.0,977572622211.0,100.0,243.14958715438843,1393.0955784320831,335.0591313838959
8,189,18.9,5,0,10,13,9,11,9,11,11,14,9,12,10,11,12,14,10,12,12,14,0.2,0.9468836641764048,16.071535654124695,0,0,14.280000000000001,20.0,0.9508981481481479,0.2,1.7915356541246954,0.0,0.004014483971743137,0.0,5,20.0,0.9520473251028806,0.2,15.2,40.0,709017780508.0,100.0,288.7911968231201,20.0,0.955020576131687,0.2,11.8,41.0,888796354648.0,100.0,295.28243231773376,20.0,0.9547273662551439,0.2,12.6,42.0,280146518876.0,100.0,279.88847374916077,20.0,0.9445884773662551,0.2,15.2,43.0,944658136007.0,100.0,324.9895703792572,20.0,0.9481069958847735,0.2,16.6,44.0,977572622211.0,100.0,289.8344964981079,1478.7861697673798,325.2225024700165
9,150,15.0,5,0,9,11,11,14,12,13,9,13,12,14,10,12,0,0,0,0,0,0,0.13690333704529045,0.9651495541316216,12.54289523775662,0,0,10.4,13.84,0.9691520061728396,0.13840000000000002,2.1428952377566195,0.1496662954709577,0.004002452041217931,0.0014966629547095778,5,13.8,0.9712885802469134,0.138,14.0,45.0,709017780508.0,100.0,170.75454020500183,14.0,0.9692862654320988,0.14,11.2,46.0,888796354648.0,100.0,163.8533616065979,14.0,0.9754089506172838,0.14,8.8,47.0,280146518876.0,100.0,152.89249968528748,13.6,0.9649344135802468,0.136,10.2,48.0,944658136007.0,100.0,191.78177666664124,13.8,0.9648418209876543,0.138,7.8,49.0,977572622211.0,100.0,186.55143308639526,865.8336112499237,192.0056872367859
10,52,5.2,5,0,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0.12164040820577346,0.9499132598362988,10.697534028617808,0,0,9.320000000000002,12.36,0.9584120370370369,0.1236,1.3775340286178053,0.1959591794226542,0.008498777200738076,0.0019595917942265445,5,12.4,0.9464021164021164,0.124,9.0,50.0,709017780508.0,100.0,288.58650755882263,12.6,0.9583068783068782,0.126,9.6,51.0,888796354648.0,100.0,246.17628931999207,12.0,0.9519477513227512,0.12,7.8,52.0,280146518876.0,100.0,284.50200963020325,12.4,0.9688227513227512,0.124,8.4,53.0,944658136007.0,100.0,223.07650446891785,12.4,0.9665806878306878,0.124,11.8,54.0,977572622211.0,100.0,233.19913411140442,1275.5404450893402,288.7651731967926
11,88,8.8,5,0,9,12,12,14,11,14,10,12,11,14,11,12,10,14,0,0,0,0,0.15873508893593266,0.9468292899698383,12.263891886955902,0,0,11.080000000000002,16.0,0.9589980158730157,0.16,1.1838918869558994,0.12649110640673472,0.01216872590317737,0.0012649110640673528,5,16.0,0.9577248677248676,0.16,10.0,55.0,709017780508.0,100.0,221.8530535697937,16.0,0.947797619047619,0.16,12.2,56.0,888796354648.0,100.0,271.7121880054474,16.0,0.9714054232804232,0.16,10.4,57.0,280146518876.0,100.0,212.21868896484375,15.8,0.9438756613756613,0.158,10.0,58.0,944658136007.0,100.0,264.49122738838196,16.2,0.9741865079365079,0.162,12.8,59.0,977572622211.0,100.0,209.82362985610962,1180.0987877845764,271.8613522052765
12,93,9.3,5,1,12,14,12,13,11,14,10,13,10,13,0,0,0,0,0,0,0,0,0.10690333704529044,0.9510602089085479,9.138614646459835,0,0,7.840000000000001,10.84,0.9600407407407406,0.10840000000000001,1.298614646459834,0.1496662954709577,0.008980531832192688,0.0014966629547095778,5,10.6,0.9496851851851851,0.106,9.4,60.0,709017780508.0,100.0,174.1354513168335,11.0,0.9631296296296297,0.11,7.6,61.0,888796354648.0,100.0,146.59777522087097,11.0,0.975787037037037,0.11,7.0,62.0,280146518876.0,100.0,126.90400314331055,10.8,0.9569351851851853,0.108,6.0,63.0,944658136007.0,100.0,137.9900574684143,10.8,0.9546666666666666,0.108,9.2,64.0,977572622211.0,100.0,146.7822368144989,732.4095239639282,174.14339685440063
13,45,4.5,5,1,10,13,9,13,10,11,9,13,12,14,10,13,11,13,9,11,0,0,0.15239999999999998,0.9598265463718727,12.961249390243758,0,0,11.680000000000001,15.48,0.9656979166666666,0.1548,1.2812493902437572,0.23999999999999985,0.005871370294793935,0.002400000000000002,5,15.6,0.9642997685185184,0.156,13.6,65.0,709017780508.0,100.0,277.95466208457947,15.6,0.9649479166666666,0.156,12.6,66.0,888796354648.0,100.0,253.2678997516632,15.0,0.961579861111111,0.15,10.0,67.0,280146518876.0,100.0,263.30281162261963,15.6,0.9769936342592591,0.156,11.4,68.0,944658136007.0,100.0,237.2565155029297,15.6,0.9606684027777777,0.156,10.8,69.0,977572622211.0,100.0,292.20468401908875,1323.9865729808807,292.3414103984833
14,40,4.0,5,1,11,12,10,13,12,14,9,13,10,12,10,11,9,12,12,13,0,0,0.11964040820577346,0.9349596554322753,9.198460398859773,0,0,8.16,12.16,0.9507424768518516,0.1216,1.0384603988597734,0.19595917942265398,0.015782821419576286,0.0019595917942265445,5,12.2,0.9241984953703701,0.122,7.0,35.0,709017780508.0,100.0,335.0530595779419,12.2,0.9411689814814813,0.122,7.4,36.0,888796354648.0,100.0,296.71986865997314,11.8,0.9606597222222221,0.118,7.6,37.0,280146518876.0,100.0,266.470219373703,12.2,0.9658015046296295,0.122,9.6,38.0,944658136007.0,100.0,251.70284366607666,12.4,0.9618836805555555,0.124,9.2,39.0,977572622211.0,100.0,243.14958715438843,1393.0955784320831,0.0024874210357666016
15,52,5.2,5,1,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0.12164040820577346,0.9499132598362988,10.697534028617808,0,0,9.320000000000002,12.36,0.9584120370370369,0.1236,1.3775340286178053,0.1959591794226542,0.008498777200738076,0.0019595917942265445,5,12.4,0.9464021164021164,0.124,9.0,50.0,709017780508.0,100.0,288.58650755882263,12.6,0.9583068783068782,0.126,9.6,51.0,888796354648.0,100.0,246.17628931999207,12.0,0.9519477513227512,0.12,7.8,52.0,280146518876.0,100.0,284.50200963020325,12.4,0.9688227513227512,0.124,8.4,53.0,944658136007.0,100.0,223.07650446891785,12.4,0.9665806878306878,0.124,11.8,54.0,977572622211.0,100.0,233.19913411140442,1275.5404450893402,0.0020542144775390625
16,51,5.1,5,1,12,13,10,11,9,10,12,14,11,14,12,14,12,14,9,13,11,14,0.14410333704529044,0.9473150130097202,12.328931135696196,0,0,11.16,14.559999999999999,0.9565972222222221,0.1456,1.1689311356961967,0.1496662954709577,0.00928220921250192,0.0014966629547095778,5,14.6,0.9682407407407408,0.146,12.0,70.0,709017780508.0,100.0,269.6428892612457,14.8,0.9475308641975307,0.148,12.8,71.0,888796354648.0,100.0,342.20932626724243,14.4,0.9657047325102879,0.144,11.0,72.0,280146518876.0,100.0,295.36894726753235,14.6,0.9563143004115224,0.146,10.6,73.0,944658136007.0,100.0,302.18848967552185,14.4,0.9451954732510287,0.144,9.4,74.0,977572622211.0,100.0,323.6743891239166,1533.084041595459,342.4054720401764
