,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,42,4.2,5,0,11,12,11,14,12,13,12,13,9,11,9,11,0.06690161332303407,0.9382818051378752,8.160769088582391,0,0,0,0,0,0,0,0,6.08,7.0,0.9514753086419752,0.07,2.080769088582392,0.3098386676965933,0.013193503504099924,0.003098386676965931,5,7.2,0.9608873456790122,0.072,7.6,0,351760113850,100,214.14846181869507,7.2,0.9692052469135802,0.072,5.8,1,800139113292,100,208.285879611969,7.0,0.9345833333333332,0.07,3.8,2,174096585781,100,337.4032506942749,6.4,0.9383024691358024,0.064,9.2,3,865262255400,100,291.0783748626709,7.2,0.9543981481481482,0.072,4.0,4,512313529334,100,279.35797333717346,1330.2739403247833,338.63409304618835
1,85,8.5,5,0,10,13,10,13,10,11,11,12,9,11,11,13,0.14821114561800017,0.9375626974363689,12.575387281693772,10,11,10,13,10,11,0,0,10.8,15.0,0.9496409465020577,0.15,1.7753872816937717,0.17888543819998254,0.012078249065688799,0.0017888543819998333,5,15.2,0.9358744855967076,0.152,9.6,5,351760113850,100,420.4399914741516,14.8,0.9344855967078188,0.148,13.4,6,800139113292,100,436.7822048664093,15.2,0.9630812757201647,0.152,8.8,7,174096585781,100,343.5605192184448,15.0,0.9551748971193413,0.15,9.8,8,865262255400,100,381.02205181121826,14.8,0.9595884773662551,0.148,12.4,9,512313529334,100,362.59413170814514,1944.3988990783691,437.32153820991516
2,153,15.3,5,0,11,14,10,14,9,13,12,14,11,12,11,12,0.14690333704529043,0.9663591468613391,14.539426699255772,0,0,0,0,0,0,0,0,11.399999999999999,14.84,0.9728958333333331,0.1484,3.139426699255773,0.1496662954709577,0.006536686471994039,0.0014966629547095778,5,14.6,0.9676581790123456,0.146,11.2,10,351760113850,100,213.13058066368103,14.8,0.9637731481481481,0.148,8.0,11,800139113292,100,224.29667687416077,15.0,0.9800077160493826,0.15,11.2,12,174096585781,100,180.78597569465637,14.8,0.9801350308641973,0.148,17.2,13,865262255400,100,169.92657566070557,15.0,0.9729050925925925,0.15,9.4,14,512313529334,100,164.38454174995422,952.524350643158,224.782968044281
3,81,8.1,5,0,9,11,12,14,12,14,12,14,12,14,10,11,0.13090333704529045,0.9591852033192355,11.838604084715268,12,14,12,14,0,0,0,0,10.120000000000001,13.239999999999998,0.9629895833333333,0.13240000000000002,1.7186040847152673,0.1496662954709579,0.0038043800140977377,0.0014966629547095778,5,13.4,0.9621354166666666,0.134,11.8,15,351760113850,100,321.59975123405457,13.2,0.9584895833333335,0.132,10.8,16,800139113292,100,352.31718921661377,13.2,0.9700520833333333,0.132,8.6,17,174096585781,100,274.7258393764496,13.4,0.9619791666666666,0.134,11.8,18,865262255400,100,311.5739574432373,13.0,0.9622916666666667,0.13,7.6,19,512313529334,100,329.36271047592163,1589.5794477462769,352.6406397819519
4,139,13.9,5,0,12,14,12,14,9,13,9,11,11,13,12,14,0.19117157287525383,0.9577842349683556,15.43116093546911,11,14,11,14,0,0,0,0,14.440000000000001,19.400000000000002,0.9658865740740741,0.194,0.9911609354691093,0.2828427124746195,0.008102339105718408,0.0028284271247461927,5,19.8,0.9713686342592591,0.198,14.6,20,351760113850,100,260.407559633255,19.6,0.9750983796296295,0.196,16.2,21,800139113292,100,264.81836581230164,19.0,0.9546903935185184,0.19,14.2,22,174096585781,100,394.7894778251648,19.4,0.9705353009259259,0.194,13.2,23,865262255400,100,290.0331497192383,19.2,0.9577401620370369,0.192,14.0,24,512313529334,100,358.79899287223816,1568.8475458621979,395.2207112312317
5,165,16.5,5,0,10,12,12,14,9,13,10,14,10,13,12,14,0.16822020410288674,0.9634925494163665,15.31284571791246,0,0,0,0,0,0,0,0,13.080000000000002,16.919999999999998,0.9711211419753086,0.16920000000000002,2.232845717912458,0.09797958971132678,0.007628592558942068,0.000979795897113272,5,16.8,0.9648804012345678,0.168,15.6,25,351760113850,100,221.7455198764801,17.0,0.9752932098765431,0.17,11.2,26,800139113292,100,202.25225400924683,16.8,0.9593981481481481,0.168,10.4,27,174096585781,100,266.67389726638794,17.0,0.9790393518518519,0.17,15.8,28,865262255400,100,172.23039388656616,17.0,0.9769945987654319,0.17,12.4,29,512313529334,100,209.50555300712585,1072.4076180458069,267.18537998199463
6,193,19.3,5,0,9,12,9,12,9,10,9,12,11,14,11,14,0.22982020410288675,0.9467152018526079,20.954332045824398,12,14,10,13,12,14,0,0,18.839999999999996,23.080000000000002,0.9530473251028807,0.23080000000000003,2.1143320458244017,0.09797958971132678,0.006332123250272718,0.000979795897113272,5,23.2,0.941795267489712,0.232,16.2,30,351760113850,100,447.6192708015442,23.0,0.9522788065843621,0.23,17.4,31,800139113292,100,433.92382645606995,23.2,0.9563991769547324,0.232,18.6,32,174096585781,100,378.16539454460144,23.0,0.953883744855967,0.23,22.4,33,865262255400,100,418.34349489212036,23.0,0.9608796296296297,0.23,19.6,34,512313529334,100,348.92215728759766,2026.9741439819336,447.87565088272095
7,85,8.5,5,0,11,13,11,14,10,13,12,14,9,12,10,12,0.17408706800674986,0.9566102981826853,15.969858040985432,9,11,11,14,0,0,0,0,12.8,17.68,0.9639131944444443,0.17679999999999998,3.1698580409854316,0.2712931993250105,0.007302896261759034,0.00271293199325011,5,17.6,0.9536284722222221,0.176,8.6,35,351760113850,100,434.9944143295288,18.2,0.9763194444444444,0.182,17.2,36,800139113292,100,278.0098943710327,17.6,0.9649768518518518,0.176,13.8,37,174096585781,100,354.5265829563141,17.6,0.9629398148148147,0.176,14.6,38,865262255400,100,379.49321007728577,17.4,0.9617013888888887,0.174,9.8,39,512313529334,100,373.85143208503723,1820.8755338191986,434.998494386673
8,147,14.7,5,0,12,13,10,14,10,13,12,14,10,11,9,10,0.11621114561800017,0.9524998894139493,9.433977329651169,0,0,0,0,0,0,0,0,8.64,11.8,0.9666674382716046,0.118,0.7939773296511684,0.17888543819998334,0.014167548857655317,0.0017888543819998273,5,11.6,0.9683680555555553,0.116,8.6,40,351760113850,100,244.37788224220276,11.8,0.9413695987654318,0.118,10.0,41,800139113292,100,287.74264645576477,12.0,0.9845486111111109,0.12,8.2,42,174096585781,100,168.45234179496765,11.6,0.9730362654320985,0.116,8.8,43,865262255400,100,226.80399012565613,12.0,0.9660146604938271,0.12,7.6,44,512313529334,100,224.66193175315857,1152.0387923717499,288.2584021091461
9,184,18.4,5,0,10,14,12,13,9,13,11,14,10,12,0,0,0.1388,0.9508690842351616,12.104272674466358,0,0,0,0,0,0,0,0,11.399999999999999,13.959999999999999,0.956360185185185,0.1396,0.7042726744663604,0.07999999999999971,0.005491100950023318,0.0008000000000000007,5,14.0,0.9567083333333333,0.14,11.2,45,351760113850,100,259.09722352027893,14.0,0.9581574074074073,0.14,12.2,46,800139113292,100,244.54679155349731,14.0,0.9459768518518518,0.14,10.2,47,174096585781,100,273.0701870918274,13.8,0.9587962962962961,0.138,12.0,48,865262255400,100,245.3477475643158,14.0,0.962162037037037,0.14,11.4,49,512313529334,100,243.17368984222412,1265.2356395721436,273.38933753967285
