,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,27,2.7,5,0,11,14,10,12,11,12,11,12,9,10,9,10,12,14,11,13,0.1392,0.8899534452221892,8.132183694414032,0,0,0,0,5.040000000000001,7.68,0.9455752314814813,0.15360000000000001,1.03072789813801,0.23999999999999985,0.018540595419764012,0.004800000000000005,5,7.8,0.9444155092592591,0.156,3.6,0,442933497023,50,170.46813893318176,7.2,0.9107291666666666,0.144,5.2,1,584833761133,50,224.64363765716553,7.8,0.9599074074074072,0.156,4.8,2,847830276001,50,159.68862318992615,7.8,0.950804398148148,0.156,6.8,3,788722323053,50,159.90052127838135,7.8,0.9620196759259257,0.156,4.8,4,218475658809,50,143.80561208724976,858.5065331459045,225.0944344997406
1,173,17.3,5,0,12,14,12,14,11,13,10,11,11,13,12,14,12,14,11,14,0.4125212246173204,0.9390240239598349,19.403570006144655,12,14,10,13,14.919999999999998,20.919999999999998,0.9574148148148147,0.4184,1.4945233353815521,0.09797958971132678,0.006130263618326619,0.001959591794226544,5,21.0,0.9618333333333334,0.42,13.6,5,442933497023,50,137.82930970191956,21.0,0.9673379629629629,0.42,13.0,6,584833761133,50,126.59536743164062,21.0,0.9527685185185184,0.42,15.2,7,847830276001,50,149.24846243858337,20.8,0.9517546296296295,0.416,17.2,8,788722323053,50,150.63617277145386,20.8,0.9533796296296295,0.416,15.6,9,218475658809,50,154.82434344291687,719.1336557865143,155.0000548362732
2,148,14.8,5,0,9,13,9,11,9,10,9,13,11,14,10,11,0,0,0,0,0.2885212246173204,0.9594420857127338,13.458200856669656,0,0,0,0,10.680000000000001,14.720000000000002,0.9690810185185184,0.2944,0.9260669522232179,0.09797958971132766,0.0032129776019281945,0.001959591794226544,5,14.8,0.9671373456790122,0.296,10.0,10,442933497023,50,109.03060626983643,14.6,0.9673842592592591,0.292,11.6,11,584833761133,50,113.26156282424927,14.8,0.9657908950617283,0.296,10.0,12,847830276001,50,115.62383913993835,14.6,0.9702970679012345,0.292,12.0,13,788722323053,50,114.0953528881073,14.8,0.9747955246913579,0.296,9.8,14,218475658809,50,109.47539234161377,561.4867534637451,115.78921151161194
3,125,12.5,5,0,12,14,11,13,10,11,10,12,9,12,11,13,11,14,9,11,0.30316367385196114,0.91557360712251,15.542314611154582,0,0,0,0,11.48,16.04,0.9561516203703702,0.32080000000000003,1.3541048703848606,0.29393876913398087,0.013526004415953391,0.005878775382679633,5,16.2,0.9640162037037037,0.324,13.8,15,442933497023,50,142.27046585083008,15.8,0.9440104166666666,0.316,12.0,16,584833761133,50,175.39629340171814,15.6,0.9365335648148148,0.312,9.8,17,847830276001,50,182.5650818347931,16.4,0.9722916666666667,0.328,11.0,18,788722323053,50,126.21120691299438,16.2,0.9639062499999997,0.324,10.8,19,218475658809,50,145.0715594291687,771.5146074295044,182.5725347995758
4,160,16.0,5,0,10,13,11,13,11,13,9,13,11,12,11,13,0,0,0,0,0.2717212246173204,0.9395540286075892,12.231406593262092,0,0,0,0,10.559999999999999,13.88,0.9653834876543208,0.2776,0.5571355310873645,0.09797958971132678,0.008609819682243863,0.001959591794226544,5,13.8,0.9496643518518516,0.276,9.8,20,442933497023,50,109.74633622169495,13.8,0.9746836419753085,0.276,10.8,21,584833761133,50,92.82098817825317,14.0,0.9638657407407406,0.28,10.0,22,847830276001,50,93.38748741149902,14.0,0.9680748456790123,0.28,11.2,23,788722323053,50,90.25871181488037,13.8,0.9706288580246912,0.276,11.0,24,218475658809,50,92.69982099533081,478.9133446216583,109.90544176101685
5,157,15.7,5,0,9,11,12,14,10,12,12,14,9,10,10,14,10,13,0,0,0.308,0.9460372317821368,14.419454500368204,0,0,0,0,11.12,15.88,0.9734867724867724,0.3176,1.0998181667894014,0.16000000000000006,0.009149846901545172,0.0032000000000000028,5,16.0,0.9861805555555555,0.32,11.4,25,442933497023,50,92.28991627693176,16.0,0.9812896825396825,0.32,11.4,26,584833761133,50,96.78955602645874,16.0,0.9727017195767195,0.32,11.6,27,847830276001,50,101.81071543693542,15.6,0.9627116402116401,0.312,12.2,28,788722323053,50,126.51859378814697,15.8,0.9645502645502645,0.316,9.0,29,218475658809,50,114.59100532531738,531.9997868537903,126.62126803398132
6,71,7.1,5,0,10,14,9,11,11,14,10,12,9,12,9,11,11,13,11,12,0.3533224080404993,0.9448949955035342,16.709896550494044,11,12,11,13,12.36,18.479999999999997,0.9641421296296295,0.3696,1.4499655168313488,0.27129319932501145,0.006415711375365105,0.00542586398650022,5,18.4,0.9761921296296295,0.368,12.6,30,442933497023,50,155.1850140094757,18.2,0.9591041666666665,0.364,10.4,31,584833761133,50,169.89320468902588,18.8,0.9647962962962963,0.376,13.8,32,847830276001,50,165.34304285049438,18.8,0.9619537037037036,0.376,14.0,33,788722323053,50,156.3269908428192,18.2,0.9586643518518517,0.364,11.0,34,218475658809,50,173.47113299369812,820.2193853855133,173.48572897911072
7,177,17.7,5,0,10,12,12,13,10,14,9,13,10,13,9,12,10,12,10,11,0.3924105336155959,0.9438922875957164,17.72998360651332,0,0,0,0,14.679999999999998,20.0,0.962271412037037,0.4,1.016661202171107,0.12649110640673472,0.006126374813773545,0.0025298221281347057,5,20.2,0.9740624999999998,0.404,13.2,35,442933497023,50,115.31447672843933,20.0,0.9611950231481481,0.4,15.6,36,584833761133,50,133.1016845703125,20.0,0.9606712962962962,0.4,15.8,37,847830276001,50,136.37872052192688,19.8,0.9564149305555554,0.396,15.0,38,788722323053,50,141.3076937198639,20.0,0.9590133101851852,0.4,13.8,39,218475658809,50,133.10922265052795,659.2117981910706,141.57492637634277
8,43,4.3,5,0,11,13,11,14,11,14,11,14,9,12,12,13,9,10,12,14,0.2311636738519611,0.9280050864301825,11.5168730903195,0,0,0,0,8.959999999999999,12.440000000000001,0.9534212962962962,0.2488,0.8522910301065003,0.2939387691339816,0.008472069955371224,0.005878775382679633,5,12.2,0.9429456018518518,0.244,10.2,40,442933497023,50,196.35021305084229,12.4,0.9548090277777777,0.248,7.8,41,584833761133,50,195.47433400154114,12.4,0.9495138888888888,0.248,8.8,42,847830276001,50,185.67708015441895,12.2,0.9513310185185184,0.244,9.6,43,788722323053,50,176.6858673095703,13.0,0.9685069444444444,0.26,8.4,44,218475658809,50,157.16005206108093,911.3475465774536,196.35701370239258
9,20,2.0,5,0,9,12,9,10,9,10,12,13,11,14,9,10,9,12,0,0,0.11502943725152284,0.9205426105720131,6.379908254950195,0,0,0,0,4.2,6.6,0.942031746031746,0.132,0.726636084983398,0.2828427124746189,0.007163045153244275,0.005656854249492385,5,6.4,0.9373148148148147,0.128,3.6,45,442933497023,50,173.04939222335815,6.6,0.9544312169312168,0.132,3.4,46,584833761133,50,153.62860536575317,7.0,0.9449206349206347,0.14,4.6,47,847830276001,50,174.42934608459473,6.8,0.9396031746031746,0.136,4.0,48,788722323053,50,177.38736414909363,6.2,0.9338888888888889,0.124,5.4,49,218475658809,50,183.59511733055115,862.0898251533508,183.6378321647644
