9 0 18 0 18 10 17 8 9 0 17 0 10 1 9 0 11 0 14 1 89 
9 0 18 0 18 10 17 8 9 0 17 0 10 1 9 0 11 0 14 1 89 
9 0 18 0 18 10 17 3 9 0 16 0 19 1 9 0 11 0 14 1 44 
9 0 18 0 18 10 17 8 9 0 17 0 10 1 9 0 11 0 14 1 89 
9 0 17 0 19 10 15 2 9 0 16 0 19 0 9 0 9 0 14 1 44 
9 0 18 0 19 10 17 8 9 0 17 0 10 1 9 0 11 0 14 1 89 
9 0 18 0 18 10 17 2 9 0 16 0 9 1 9 0 14 0 14 1 44 
9 0 18 0 18 10 17 8 9 0 17 0 10 1 9 0 11 0 14 1 89 
9 0 18 0 18 10 17 8 9 0 17 0 10 1 9 0 11 0 14 1 89 
11 0 18 0 18 10 17 4 9 0 16 0 9 1 9 0 15 0 14 1 40 
11 0 18 0 19 10 16 8 9 0 15 1 9 3 9 0 9 1 15 1 89 
9 0 18 0 18 10 12 8 9 0 17 0 10 1 9 0 11 0 15 1 89 
