,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,54,5.4,5,0,10,12,11,12,9,13,10,14,12,13,11,14,0.21736235316737731,0.9303236149376191,11.477625924526622,0,0,0,0,0,0,0,0,9.120000000000001,11.48,0.9626836419753084,0.22959999999999997,0.7858753081755403,0.20396078054371172,0.010786675679229796,0.0040792156108742225,5,11.4,0.9475270061728391,0.228,9.4,0,875543259214,50,118.00760531425476,11.8,0.976304012345679,0.236,10.4,1,479195454739,50,106.0344967842102,11.4,0.9723341049382714,0.228,9.2,2,556916935260,50,112.91506481170654,11.6,0.954128086419753,0.232,8.2,3,955749614914,50,115.65030169487,11.2,0.9631249999999999,0.224,8.4,4,475558383901,50,123.14210820198059,575.7495768070221,123.61049771308899
1,187,18.7,5,0,9,10,10,13,9,11,11,14,10,14,11,14,0.416,0.9237813920628768,21.705692783988447,11,13,11,14,0,0,0,0,16.96,21.04,0.9554658564814815,0.4208,1.581897594662815,0.07999999999999971,0.010561488139534891,0.0016000000000000014,5,21.0,0.9416724537037037,0.42,14.6,5,875543259214,50,176.26467108726501,21.0,0.9595196759259259,0.42,16.2,6,479195454739,50,157.4101321697235,21.0,0.952740162037037,0.42,19.0,7,556916935260,50,161.13538217544556,21.0,0.950167824074074,0.42,16.6,8,955749614914,50,167.53293180465698,21.2,0.9732291666666666,0.424,18.4,9,475558383901,50,126.42562437057495,788.768741607666,176.42143988609314
2,191,19.1,5,0,9,13,9,12,10,13,12,13,9,11,9,11,0.496,0.9382513769534229,26.425675047140142,9,12,11,13,10,13,12,14,18.0,25.04,0.9491787037037037,0.5008,2.808558349046714,0.07999999999999972,0.0036424422500936117,0.0016000000000000014,5,25.0,0.9541319444444444,0.5,17.6,10,875543259214,50,161.8464138507843,25.0,0.9456828703703705,0.5,16.8,11,479195454739,50,179.89478373527527,25.0,0.9508981481481481,0.5,22.8,12,556916935260,50,176.7560634613037,25.2,0.9443055555555556,0.504,14.2,13,955749614914,50,169.08199882507324,25.0,0.9508749999999999,0.5,18.6,14,475558383901,50,167.87208223342896,855.4513421058655,180.04638600349426
3,167,16.7,5,0,11,12,10,12,10,11,10,12,11,14,12,14,0.34,0.9453106552148941,17.52133316876491,9,10,10,12,10,13,0,0,12.120000000000001,17.0,0.9629022633744855,0.34,1.8004443895883038,0.0,0.005863869386530473,0.0,5,17.0,0.9669958847736625,0.34,13.2,15,875543259214,50,125.35558938980103,17.0,0.9580915637860081,0.34,10.6,16,479195454739,50,140.74122738838196,17.0,0.955514403292181,0.34,12.6,17,556916935260,50,141.92545104026794,17.0,0.9622325102880657,0.34,9.6,18,955749614914,50,135.76241874694824,17.0,0.9716769547325101,0.34,14.6,19,475558383901,50,121.37824535369873,665.1629319190979,142.05481028556824
4,60,6.0,5,0,10,14,12,14,12,14,11,13,10,14,10,14,0.2641544193590978,0.9399015071467588,18.56170709495631,0,0,0,0,0,0,0,0,12.0,14.239999999999998,0.9603402777777778,0.28480000000000005,2.1872356983187706,0.34409301068170517,0.00681292354367299,0.006881860213634085,5,13.8,0.9618749999999999,0.276,14.4,20,875543259214,50,133.21775269508362,14.2,0.9519212962962963,0.284,8.8,21,479195454739,50,148.12219762802124,14.8,0.9665624999999999,0.296,13.4,22,556916935260,50,117.8378677368164,14.4,0.9684143518518518,0.288,10.0,23,955749614914,50,116.3324785232544,14.0,0.9529282407407407,0.28,13.4,24,475558383901,50,132.4510955810547,647.9613921642303,148.12834095954895
5,110,11.0,5,0,12,14,9,11,10,12,10,13,9,13,10,14,0.4841544193590977,0.9447117980077915,24.13966291070888,11,14,10,12,11,14,12,14,18.8,25.240000000000002,0.9650689814814815,0.5048,1.7798876369029597,0.344093010681705,0.00678572782456334,0.006881860213634108,5,25.2,0.965900462962963,0.504,18.2,25,875543259214,50,167.786696434021,24.8,0.9526273148148148,0.496,19.8,26,479195454739,50,189.62411451339722,25.4,0.9714189814814814,0.508,19.8,27,556916935260,50,161.7704017162323,25.8,0.9709074074074072,0.516,15.6,28,955749614914,50,150.04038977622986,25.0,0.9644907407407407,0.5,20.6,29,475558383901,50,163.90113019943237,833.1227326393127,189.80980777740479
6,24,2.4,5,0,10,13,9,12,9,13,9,12,10,13,10,11,0.19144244923464077,0.9416102100010837,11.806537063878018,10,11,0,0,0,0,0,0,7.519999999999999,10.16,0.9596646825396824,0.2032,1.4288456879593399,0.19595917942265398,0.00601815751286624,0.0039191835884530785,5,10.4,0.9664715608465607,0.208,8.2,30,875543259214,50,166.8582763671875,10.2,0.9671924603174603,0.204,6.4,31,479195454739,50,159.70231413841248,9.8,0.9532771164021163,0.196,8.2,32,556916935260,50,177.1482594013214,10.2,0.9540013227513227,0.204,5.4,33,955749614914,50,187.42177534103394,10.2,0.9573809523809523,0.204,9.4,34,475558383901,50,167.13477683067322,858.2654020786285,187.57472801208496
7,102,10.2,5,0,9,10,11,13,11,12,11,12,10,14,12,14,0.18936235316737735,0.9084790134014196,11.06679340708859,0,0,0,0,0,0,0,0,7.56,10.080000000000002,0.9577222222222221,0.2016,1.1689311356961964,0.20396078054371122,0.01641440294026752,0.00407921561087422,5,9.8,0.9336226851851849,0.196,8.2,35,875543259214,50,147.0740189552307,10.4,0.982037037037037,0.208,7.8,36,479195454739,50,97.18040800094604,10.0,0.9674074074074074,0.2,9.2,37,556916935260,50,114.02623581886292,10.2,0.9487499999999999,0.204,5.8,38,955749614914,50,124.83811831474304,10.0,0.9567939814814812,0.2,6.8,39,475558383901,50,114.79992508888245,597.9187061786652,147.07881021499634
8,113,11.3,5,0,10,12,9,13,11,14,10,13,9,11,12,13,0.2744,0.9504368267234846,17.02445380887677,0,0,0,0,0,0,0,0,10.959999999999999,13.959999999999999,0.9657770061728395,0.2792,2.0214846029589246,0.07999999999999971,0.005113393149784956,0.0016000000000000014,5,13.8,0.9579089506172839,0.276,14.4,40,875543259214,50,123.1444137096405,14.0,0.9709220679012346,0.28,11.0,41,479195454739,50,119.18165636062622,14.0,0.9716589506172838,0.28,10.0,42,556916935260,50,120.0739004611969,14.0,0.9653742283950617,0.28,8.2,43,955749614914,50,130.5236439704895,14.0,0.9630208333333332,0.28,11.2,44,475558383901,50,121.4560284614563,614.3796429634094,130.68006420135498
9,23,2.3,5,0,11,12,12,14,9,13,10,11,12,14,11,12,0.12015441935909772,0.8893311140392133,6.867759195950063,10,12,0,0,0,0,0,0,5.239999999999999,7.039999999999999,0.937015873015873,0.1408,0.5425863986500212,0.34409301068170506,0.015894919658886564,0.006881860213634096,5,7.2,0.9472123015873014,0.144,5.6,45,875543259214,50,155.53771591186523,7.0,0.9406051587301586,0.14,5.6,46,479195454739,50,168.3302402496338,6.6,0.905595238095238,0.132,5.6,47,556916935260,50,196.44449615478516,7.6,0.9471825396825395,0.152,4.2,48,955749614914,50,152.9382939338684,6.8,0.944484126984127,0.136,5.2,49,475558383901,50,149.77272200584412,823.0234682559967,196.45315074920654
