,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,42,4.2,5,0,11,12,11,14,12,13,12,13,9,11,9,11,0.1274424492346408,0.9328271948832876,8.04222146066551,0,0,0,0,0,0,0,0,4.8,6.959999999999999,0.9430416666666664,0.13920000000000002,1.0807404868885038,0.19595917942265442,0.003404823927792943,0.003919183588453075,5,7.2,0.9452469135802467,0.144,5.0,0.0,351760113850.0,50.0,126.60382580757141,6.8,0.9473225308641973,0.136,3.6,1.0,800139113292.0,50.0,130.55762553215027,6.8,0.9420833333333332,0.136,3.6,2.0,174096585781.0,50.0,138.3234612941742,7.2,0.9433256172839505,0.144,6.4,3.0,865262255400.0,50.0,123.74047207832336,6.8,0.9372299382716047,0.136,5.4,4.0,512313529334.0,50.0,131.0238161087036,650.2492008209229,138.76551795005798
1,85,8.5,5,0,10,13,10,13,10,11,11,12,9,11,11,13,0.28926687370800097,0.9171814093077644,13.698502658378455,10,11,10,13,10,11,0,0,10.360000000000001,15.0,0.9477088477366253,0.3,1.1128342194594845,0.17888543819998254,0.010175812809620315,0.0035777087639996667,5,14.8,0.9423405349794236,0.296,12.4,5.0,351760113850.0,50.0,174.38248562812805,14.8,0.9408281893004113,0.296,9.4,6.0,800139113292.0,50.0,174.27391958236694,15.2,0.9381995884773661,0.304,9.4,7.0,174096585781.0,50.0,179.1671142578125,15.2,0.9661522633744855,0.304,10.0,8.0,865262255400.0,50.0,137.91316866874695,15.0,0.9510236625514401,0.3,10.6,9.0,512313529334.0,50.0,165.05595541000366,830.7926435470581,179.3494210243225
2,153,15.3,5,0,11,14,10,14,9,13,12,14,11,12,11,12,0.2848,0.9338432912165525,14.572584926849268,0,0,0,0,0,0,0,0,11.959999999999999,14.719999999999999,0.9619637345679012,0.2944,0.8708616422830899,0.16000000000000023,0.009373481117116205,0.0032000000000000028,5,15.0,0.9722260802469135,0.3,11.2,10.0,351760113850.0,50.0,88.21202421188354,14.6,0.9575848765432098,0.292,13.4,11.0,800139113292.0,50.0,106.24450016021729,14.6,0.9458912037037036,0.292,11.0,12.0,174096585781.0,50.0,116.15122699737549,14.8,0.9685725308641975,0.296,12.4,13.0,865262255400.0,50.0,97.56233358383179,14.6,0.9655439814814814,0.292,11.8,14.0,512313529334.0,50.0,101.71545481681824,509.88553977012634,116.31302523612976
3,81,8.1,5,0,9,11,12,14,12,14,12,14,12,14,10,11,0.26,0.9316148544539877,12.888444419044717,12,14,12,14,0,0,0,0,9.0,13.0,0.9506249999999998,0.26,1.2961481396815722,0.0,0.006336715182004019,0.0,5,13.0,0.9550694444444443,0.26,11.4,15.0,351760113850.0,50.0,142.23479866981506,13.0,0.9606076388888889,0.26,8.6,16.0,800139113292.0,50.0,141.78958463668823,13.0,0.9430729166666665,0.26,7.8,17.0,174096585781.0,50.0,162.6218991279602,13.0,0.9465972222222221,0.26,9.2,18.0,865262255400.0,50.0,156.08246994018555,13.0,0.9477777777777776,0.26,8.0,19.0,512313529334.0,50.0,154.03109073638916,756.7598431110382,162.62888026237488
4,139,13.9,5,0,12,14,12,14,9,13,9,11,11,13,12,14,0.3844105336155959,0.9552893124962477,22.4381018610464,11,14,11,14,0,0,0,0,16.96,19.6,0.9686493055555555,0.392,1.8260339536821326,0.12649110640673586,0.004453331019769281,0.0025298221281347057,5,19.6,0.9684837962962962,0.392,15.8,20.0,351760113850.0,50.0,124.21436190605164,19.4,0.961171875,0.388,17.0,21.0,800139113292.0,50.0,134.13773107528687,19.6,0.9736950231481482,0.392,19.8,22.0,174096585781.0,50.0,113.65702056884766,19.6,0.9672656249999999,0.392,14.4,23.0,865262255400.0,50.0,128.0392074584961,19.8,0.9726302083333334,0.396,17.8,24.0,512313529334.0,50.0,108.62671065330505,608.6750316619873,134.30824494361877
5,165,16.5,5,0,10,12,12,14,9,13,10,14,10,13,12,14,0.32880000000000004,0.9465357376061391,19.979027145287326,0,0,0,0,0,0,0,0,14.84,16.919999999999998,0.9666782407407407,0.33840000000000003,1.7130090484291092,0.15999999999999942,0.006714167711533889,0.0032000000000000028,5,17.0,0.9582638888888887,0.34,12.6,25.0,351760113850.0,50.0,112.33633685112,17.0,0.9699112654320988,0.34,17.6,26.0,800139113292.0,50.0,97.17862510681152,16.6,0.9599807098765432,0.332,15.8,27.0,174096585781.0,50.0,118.77215600013733,17.0,0.9688271604938271,0.34,14.0,28.0,865262255400.0,50.0,103.27722334861755,17.0,0.9764081790123456,0.34,14.2,29.0,512313529334.0,50.0,92.4934651851654,524.0578064918518,118.94335126876831
6,193,19.3,5,0,9,12,9,12,9,10,9,12,11,14,11,14,0.4565212246173204,0.9402798993870096,18.38566843891897,12,14,10,13,12,14,0,0,16.16,23.12,0.9454897119341563,0.46240000000000003,0.7418894796396565,0.09797958971132678,0.001736604182382245,0.001959591794226544,5,23.2,0.9478858024691357,0.464,16.8,30.0,351760113850.0,50.0,170.41175365447998,23.0,0.9434927983539093,0.46,15.2,31.0,800139113292.0,50.0,183.49463033676147,23.2,0.9435082304526747,0.464,16.0,32.0,174096585781.0,50.0,176.28465962409973,23.0,0.9465740740740741,0.46,17.2,33.0,865262255400.0,50.0,173.8322365283966,23.2,0.9459876543209877,0.464,15.6,34.0,512313529334.0,50.0,175.1917953491211,879.2150754928589,183.50236439704895
7,85,8.5,5,0,11,13,11,14,10,13,12,14,9,12,10,12,0.3484105336155959,0.956438345801044,19.231825103086308,9,11,11,14,0,0,0,0,13.560000000000002,17.8,0.9710486111111113,0.356,1.8906083676954357,0.12649110640673472,0.00487008843668909,0.0025298221281347057,5,17.8,0.9681249999999999,0.356,15.2,35.0,351760113850.0,50.0,148.429762840271,18.0,0.9744039351851852,0.36,12.4,36.0,800139113292.0,50.0,128.5795078277588,17.6,0.969837962962963,0.352,13.8,37.0,174096585781.0,50.0,140.3485426902771,17.8,0.9644733796296296,0.356,10.6,38.0,865262255400.0,50.0,154.55205273628235,17.8,0.9784027777777777,0.356,15.8,39.0,512313529334.0,50.0,134.57295155525208,706.4828176498413,154.75831651687622
8,147,14.7,5,0,12,13,10,14,10,13,12,14,10,11,9,10,0.22504244923464076,0.9261739322439061,13.009080498049894,0,0,0,0,0,0,0,0,9.04,11.84,0.9667453703703703,0.23679999999999998,1.3230268326832986,0.19595917942265442,0.013523812708821427,0.003919183588453075,5,12.0,0.9656288580246911,0.24,8.6,40.0,351760113850.0,50.0,102.97883939743042,11.6,0.9537345679012345,0.232,10.8,41.0,800139113292.0,50.0,123.2446517944336,11.6,0.9506520061728394,0.232,9.4,42.0,174096585781.0,50.0,118.29891467094421,12.0,0.9856172839506172,0.24,9.6,43.0,865262255400.0,50.0,81.35982322692871,12.0,0.978094135802469,0.24,6.8,44.0,512313529334.0,50.0,88.54789352416992,514.4301226139069,123.25203776359558
9,184,18.4,5,0,10,14,12,13,9,13,11,14,10,12,0,0,0.27600000000000013,0.9408122922151823,16.02921835000249,0,0,0,0,0,0,0,0,11.36,14.040000000000001,0.9598620370370368,0.28080000000000005,1.5564061166674974,0.07999999999999971,0.006349914940618185,0.0015999999999999793,5,14.0,0.9528009259259258,0.28,10.8,45.0,351760113850.0,50.0,106.55578088760376,14.0,0.968773148148148,0.28,13.6,46.0,800139113292.0,50.0,87.48630619049072,14.2,0.962773148148148,0.284,9.0,47.0,174096585781.0,50.0,94.04444575309753,14.0,0.9523564814814813,0.28,11.0,48.0,865262255400.0,50.0,104.82798504829407,14.0,0.9626064814814812,0.28,12.4,49.0,512313529334.0,50.0,98.91164445877075,491.82616233825684,106.74434494972229
10,199,19.9,5,0,9,11,10,12,10,14,12,13,11,12,9,11,0.396410533615596,0.918663824345949,17.26939798987516,12,13,9,13,11,14,0,0,13.2,20.2,0.9389979423868311,0.404,1.3564659966250538,0.12649110640673472,0.006778039346960699,0.0025298221281346883,5,20.4,0.9478652263374483,0.408,13.8,50.0,351760113850.0,50.0,144.40231323242188,20.2,0.9439969135802468,0.404,15.4,51.0,800139113292.0,50.0,157.03252696990967,20.2,0.9339506172839506,0.404,12.0,52.0,174096585781.0,50.0,165.32553267478943,20.2,0.9401440329218106,0.404,13.2,53.0,865262255400.0,50.0,158.9988226890564,20.0,0.9290329218106995,0.4,11.6,54.0,512313529334.0,50.0,173.69845294952393,799.4576485157013,173.80120062828064
