,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,81,8.1,5,0,11,12,9,10,10,13,10,14,10,12,0.09244040820577346,0.9344357938580428,8.109954954040928,0,0,0,0,0,0,0,0,0,0,7.0,9.44,0.9438388888888888,0.0944,1.1099549540409288,0.19595917942265464,0.009403095030846007,0.0019595917942265445,5,9.2,0.9357175925925926,0.092,7.6,0,119586514258,100,312.2695059776306,9.8,0.9513287037037035,0.098,7.4,1,922485741825,100,267.81330823898315,9.4,0.9576666666666664,0.094,7.4,2,886535215268,100,262.16900277137756,9.4,0.9326712962962962,0.094,4.8,3,312248258909,100,321.65950417518616,9.4,0.941810185185185,0.094,7.8,4,897057706678,100,267.48112988471985,1431.3924510478973,322.50775933265686
1,107,10.7,5,0,12,14,9,10,9,12,9,10,12,13,0.14673508893593265,0.9445787672977634,11.351160935469109,12,14,11,14,10,13,0,0,0,0,10.36,14.8,0.9527939814814814,0.148,0.9911609354691093,0.12649110640673528,0.00821521418371804,0.0012649110640673528,5,14.8,0.9658738425925925,0.148,11.6,5,119586514258,100,287.4168379306793,14.8,0.9522453703703704,0.148,9.8,6,922485741825,100,327.3997948169708,15.0,0.9507581018518516,0.15,9.0,7,886535215268,100,323.91712403297424,14.8,0.9548553240740739,0.148,10.0,8,312248258909,100,309.98969078063965,14.6,0.9402372685185184,0.146,11.4,9,897057706678,100,338.4052987098694,1587.1287462711334,338.97686982154846
2,15,1.5,5,0,12,14,12,13,12,14,11,14,12,14,0.06347017787186529,0.9272518711155273,4.968998886412874,11,12,9,13,0,0,0,0,0,0,4.5200000000000005,6.6,0.9411375661375659,0.066,0.44899888641287294,0.25298221281347016,0.013885695022038572,0.0025298221281347057,5,6.8,0.9256117724867723,0.068,4.2,10,119586514258,100,361.39230465888977,6.8,0.9333928571428568,0.068,5.0,11,922485741825,100,370.0751121044159,6.2,0.9504662698412697,0.062,4.8,12,886535215268,100,336.7778670787811,6.8,0.9326355820105819,0.068,3.8,13,312248258909,100,406.6538224220276,6.4,0.9635813492063491,0.064,4.8,14,897057706678,100,274.8505232334137,1749.749629497528,407.1941831111908
3,26,2.6,5,0,11,14,9,10,9,11,12,14,9,10,0.07772185611406694,0.9266923122733739,6.402852300228219,10,13,9,11,0,0,0,0,0,0,5.5600000000000005,8.16,0.9423505291005292,0.0816,0.8428523002282189,0.38781438859330647,0.015658216827155288,0.0038781438859330636,5,8.4,0.9409391534391534,0.084,4.4,15,119586514258,100,375.79856061935425,8.6,0.9636904761904762,0.086,5.2,16,922485741825,100,271.22891187667847,7.8,0.9323743386243386,0.078,6.2,17,886535215268,100,381.46119570732117,8.4,0.9549735449735449,0.084,5.2,18,312248258909,100,337.2052445411682,7.6,0.9197751322751323,0.076,6.8,19,897057706678,100,451.63470911979675,1817.3286218643188,452.08153462409973
4,48,4.8,5,0,9,10,12,14,9,11,9,10,11,14,0.12231001113587127,0.9378063993924799,10.344529909033445,12,14,12,14,12,14,12,14,0,0,9.68,12.680000000000001,0.9481008230452674,0.1268,0.664529909033446,0.4489988864128735,0.010294423652787526,0.004489988864128733,5,12.2,0.93488683127572,0.122,10.0,20,119586514258,100,502.06187987327576,13.4,0.9577777777777777,0.134,9.4,21,922485741825,100,373.5246071815491,12.8,0.9553960905349794,0.128,10.6,22,886535215268,100,371.4177505970001,12.8,0.9562551440329217,0.128,9.8,23,312248258909,100,378.2527976036072,12.2,0.9361882716049382,0.122,8.6,24,897057706678,100,475.8992042541504,2101.1562395095825,502.0655336380005
5,143,14.3,5,0,11,13,10,11,11,14,10,13,12,14,0.11439999999999999,0.9570249513101426,10.309947366963035,11,12,0,0,0,0,0,0,0,0,9.360000000000001,11.68,0.9697361111111109,0.11679999999999999,0.9499473669630333,0.23999999999999996,0.012711159800968258,0.002399999999999996,5,11.4,0.9505015432098762,0.114,10.0,25,119586514258,100,238.80166006088257,11.8,0.9613348765432096,0.118,9.4,26,922485741825,100,203.84092569351196,12.0,0.9837114197530864,0.12,7.8,27,886535215268,100,119.86512780189514,11.8,0.9828395061728393,0.118,9.0,28,312248258909,100,130.1728401184082,11.4,0.970293209876543,0.114,10.6,29,897057706678,100,210.9896035194397,903.6701571941376,239.52796530723572
6,29,2.9,5,0,10,13,12,14,10,12,9,10,10,11,0.09690333704529042,0.939002213332244,7.361816307401945,12,13,11,14,9,12,0,0,0,0,6.480000000000001,9.84,0.9478530092592591,0.0984,0.881816307401944,0.1496662954709577,0.008850795927015044,0.001496662954709578,5,10.0,0.9365219907407406,0.1,7.2,30,119586514258,100,355.6171410083771,10.0,0.958449074074074,0.1,7.2,31,922485741825,100,331.8183698654175,9.8,0.9519502314814814,0.098,5.4,32,886535215268,100,351.0720543861389,9.6,0.9381539351851852,0.096,5.4,33,312248258909,100,400.2463364601135,9.8,0.9541898148148146,0.098,7.2,34,897057706678,100,345.8213963508606,1784.5752980709076,400.74643111228943
7,171,17.1,5,0,10,11,10,12,10,12,10,13,11,14,0.15,0.9493430464724731,13.009160837518902,12,14,9,10,12,13,0,0,0,0,11.52,15.0,0.954611111111111,0.15,1.4891608375189032,0.0,0.005268064638637824,0.0,5,15.0,0.9559780092592591,0.15,10.8,35,119586514258,100,300.88365745544434,15.0,0.9597685185185184,0.15,11.4,36,922485741825,100,279.77073550224304,15.0,0.9479745370370368,0.15,13.4,37,886535215268,100,302.62822341918945,15.0,0.9489120370370367,0.15,9.2,38,312248258909,100,289.73538041114807,15.0,0.9604224537037036,0.15,12.8,39,897057706678,100,275.6604673862457,1448.6784641742706,304.94976353645325
8,162,16.2,5,0,12,14,12,13,10,14,10,12,11,14,0.1188,0.9633720226733165,9.95894663844041,0,0,0,0,0,0,0,0,0,0,9.2,11.959999999999999,0.9700379629629629,0.1196,0.758946638440411,0.07999999999999971,0.006665940289646361,0.0008000000000000007,5,11.8,0.9663611111111109,0.118,10.0,40,119586514258,100,197.25158619880676,12.0,0.9612314814814814,0.12,8.8,41,922485741825,100,155.17456340789795,12.0,0.9679953703703704,0.12,10.0,42,886535215268,100,149.39848685264587,12.0,0.9740277777777777,0.12,9.2,43,312248258909,100,137.0747673511505,12.0,0.980574074074074,0.12,8.0,44,897057706678,100,121.1964385509491,760.0958423614502,197.25604844093323
9,62,6.2,5,0,11,12,12,13,12,14,12,14,10,11,0.12119999999999999,0.944090373960805,9.88344316577992,11,14,10,13,12,14,0,0,0,0,8.72,12.28,0.9553368055555553,0.12279999999999999,1.1634431657799191,0.16000000000000025,0.011246431594750342,0.0016000000000000014,5,12.0,0.9383275462962961,0.12,7.2,45,119586514258,100,352.98046231269836,12.4,0.9545543981481479,0.124,10.4,46,922485741825,100,286.65190291404724,12.4,0.9609953703703703,0.124,8.6,47,886535215268,100,283.8574709892273,12.2,0.9505208333333331,0.122,7.8,48,312248258909,100,335.5561580657959,12.4,0.9722858796296295,0.124,9.6,49,897057706678,100,279.70826029777527,1538.754254579544,353.215548992157
