,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,168,16.8,5,0,11,14,9,10,10,14,11,14,11,14,10,13,11,12,12,13,12,14,0,0,15.8,21.0,0.9578348765432099,0.42000000000000004,0.39999999999999986,0.0,0.0034758970798796306,5.551115123125783e-17,5,21.0,0.9528935185185183,0.42,15.6,0,998528766714,50,147.63023495674133,21.0,0.9568415637860083,0.42,15.8,1,246549576131,50,146.22331523895264,21.0,0.9633590534979424,0.42,16.0,2,384821585325,50,136.77155542373657,21.0,0.9595241769547324,0.42,16.4,3,484473857846,50,132.20729160308838,21.0,0.9565560699588477,0.42,15.2,4,762328448421,50,147.40018272399902,710.232579946518,147.96771359443665
1,33,3.3,5,0,9,11,9,13,12,14,10,13,11,14,9,11,10,13,0,0,0,0,0,0,8.36,12.52,0.9632003968253968,0.2504,1.2354756169184402,0.27129319932501134,0.011142701690228471,0.00542586398650022,5,12.6,0.9662896825396824,0.252,10.4,5,998528766714,50,155.58251190185547,12.8,0.9789880952380953,0.256,9.0,6,246549576131,50,132.58393502235413,12.2,0.9449603174603174,0.244,7.8,7,384821585325,50,187.9123272895813,12.8,0.9666964285714286,0.256,7.8,8,484473857846,50,152.34859204292297,12.2,0.9590674603174604,0.244,6.8,9,762328448421,50,165.92545747756958,794.3528237342834,188.088210105896
2,169,16.9,5,0,9,13,11,13,9,11,9,13,11,14,10,12,9,13,0,0,0,0,0,0,16.96,21.0,0.9662275132275131,0.42000000000000004,2.463818175109519,0.0,0.004005706964519751,5.551115123125783e-17,5,21.0,0.9690046296296295,0.42,14.0,10,998528766714,50,118.605215549469,21.0,0.9609953703703703,0.42,14.6,11,246549576131,50,127.73752403259277,21.0,0.9639682539682538,0.42,18.0,12,384821585325,50,123.62440752983093,21.0,0.9723875661375659,0.42,20.8,13,484473857846,50,112.85056567192078,21.0,0.9647817460317459,0.42,17.4,14,762328448421,50,124.31163454055786,607.1293473243713,127.85152745246887
3,118,11.8,5,0,10,12,10,13,10,13,9,11,10,11,11,14,11,13,0,0,0,0,0,0,12.0,15.16,0.9667632275132275,0.3032,1.0733126291998991,0.23323807579381195,0.009623395054257876,0.004664761515876244,5,15.4,0.9760582010582011,0.308,10.2,15,998528766714,50,105.7752730846405,15.2,0.9510383597883598,0.304,11.4,16,246549576131,50,126.8491370677948,15.4,0.9776851851851853,0.308,12.4,17,384821585325,50,100.343918800354,14.8,0.9645502645502645,0.296,13.0,18,484473857846,50,131.68945002555847,15.0,0.9644841269841269,0.3,13.0,19,762328448421,50,129.2090127468109,593.8667917251587,131.6967921257019
4,156,15.6,5,0,11,13,12,13,10,12,9,11,9,13,10,11,10,14,11,12,0,0,0,0,11.8,16.880000000000003,0.9610833333333332,0.3376,1.5849290204927158,0.15999999999999942,0.012846944676056056,0.0032000000000000028,5,17.0,0.9535416666666665,0.34,8.8,20,998528766714,50,125.60398554801941,17.0,0.9715711805555554,0.34,13.4,21,246549576131,50,107.95527219772339,16.8,0.9645138888888888,0.336,12.6,22,384821585325,50,112.09524583816528,17.0,0.9755902777777776,0.34,11.8,23,484473857846,50,104.04894423484802,16.6,0.9401996527777776,0.332,12.4,24,762328448421,50,145.7833275794983,595.4867753982544,145.96238160133362
5,123,12.3,5,0,12,13,11,14,10,12,11,14,9,10,0,0,0,0,0,0,0,0,0,0,7.4,9.48,0.9678277777777776,0.1896,1.6970562748477143,0.09797958971132678,0.00677799685944241,0.001959591794226544,5,9.4,0.9583425925925925,0.188,7.6,25,998528766714,50,97.50678753852844,9.4,0.9669999999999999,0.188,6.8,26,246549576131,50,112.13239789009094,9.4,0.9669537037037037,0.188,5.2,27,384821585325,50,108.09078478813171,9.6,0.9795740740740738,0.192,10.4,28,484473857846,50,89.25150227546692,9.6,0.9672685185185182,0.192,7.0,29,762328448421,50,93.56884241104126,500.5503149032593,112.21476697921753
6,195,19.5,5,0,10,13,10,11,10,12,9,13,10,13,9,13,12,14,0,0,0,0,0,0,16.0,19.04,0.950304894179894,0.38079999999999997,1.3623509092741117,0.07999999999999971,0.005293865546334256,0.0016000000000000014,5,19.0,0.9471891534391534,0.38,16.2,30,998528766714,50,142.4449920654297,19.2,0.9541435185185186,0.384,13.4,31,246549576131,50,125.78437042236328,19.0,0.950267857142857,0.38,17.4,32,384821585325,50,137.2523090839386,19.0,0.9575595238095237,0.38,16.6,33,484473857846,50,134.99892377853394,19.0,0.9423644179894178,0.38,16.4,34,762328448421,50,148.76200604438782,689.2426013946533,148.77195835113525
7,83,8.3,5,0,9,10,11,14,12,14,9,11,11,14,11,14,9,10,0,0,0,0,0,0,10.52,13.279999999999998,0.9668306878306877,0.2656,1.45657131648265,0.20396078054371145,0.011570418470318495,0.004079215610874232,5,13.2,0.9571097883597882,0.264,13.4,35,998528766714,50,137.1565055847168,13.2,0.9583796296296295,0.264,9.6,36,246549576131,50,140.15106391906738,13.4,0.9634854497354496,0.268,9.6,37,384821585325,50,125.5176055431366,13.0,0.9661706349206349,0.26,10.2,38,484473857846,50,130.51284670829773,13.6,0.9890079365079364,0.272,9.8,39,762328448421,50,98.33465695381165,631.6726787090302,140.16800689697266
8,10,1.0,5,0,12,13,10,14,11,13,10,12,12,14,11,12,0,0,0,0,0,0,0,0,2.9600000000000004,3.84,0.9537083333333332,0.07680000000000001,0.7418894796396563,0.14966629547095764,0.013199807227257632,0.0029933259094191557,5,3.6,0.9658680555555553,0.072,2.2,40,998528766714,50,121.81846904754639,4.0,0.9495717592592591,0.08,2.6,41,246549576131,50,134.0147271156311,4.0,0.9462152777777776,0.08,2.4,42,384821585325,50,158.20944547653198,3.8,0.9714699074074072,0.076,4.2,43,484473857846,50,121.16153025627136,3.8,0.9354166666666665,0.076,3.4,44,762328448421,50,148.30065441131592,683.5048263072968,158.3017497062683
9,66,6.6,5,0,9,13,12,14,9,10,10,11,11,12,11,14,12,14,9,11,0,0,0,0,9.68,13.24,0.951165509259259,0.26480000000000004,1.9782820830205181,0.34409301068170517,0.0055722524098374224,0.006881860213634108,5,13.8,0.9527141203703702,0.276,10.4,45,998528766714,50,153.17287707328796,13.4,0.9557928240740741,0.268,6.0,46,246549576131,50,150.10417413711548,12.8,0.9444618055555554,0.256,11.6,47,384821585325,50,172.23419189453125,13.2,0.9448582175925925,0.264,9.4,48,484473857846,50,161.6776008605957,13.0,0.9580005787037036,0.26,11.0,49,762328448421,50,156.70520448684692,793.8940484523773,172.25108528137207
