10 0 9 0 9 0 9 0 9 1 11 4 11 0 9 1 9 0 10 1 88 
10 0 9 0 9 0 9 0 9 1 9 3 11 0 11 1 9 0 11 1 88 
9 0 9 0 10 0 10 1 9 1 11 0 9 0 12 0 9 0 11 3 140 
10 0 9 0 9 1 9 0 9 1 11 3 11 0 11 1 9 1 10 1 88 
10 0 9 0 9 0 9 0 9 1 11 3 11 0 9 1 9 0 11 1 87 
9 1 9 0 10 0 9 1 10 2 11 0 11 1 9 0 9 0 10 0 138 
11 0 9 0 11 0 9 1 10 2 11 4 10 0 9 4 9 0 11 2 161 
10 0 9 0 11 0 9 0 10 1 11 2 11 1 10 0 9 0 10 0 87 
11 0 9 0 11 0 9 1 9 1 11 4 10 0 9 4 9 0 11 0 162 
10 0 9 0 9 1 9 0 9 1 11 2 11 0 11 1 9 1 10 1 88 
10 0 9 0 9 0 9 0 9 1 11 0 11 0 11 0 9 0 10 1 87 
11 1 11 2 10 0 9 2 10 2 11 4 11 1 9 3 9 0 10 0 87 
