,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,150,15.0,5,0,10,12,12,14,12,14,9,12,9,13,10,13,12,14,12,14,0.3892133481811617,0.9601267654395386,18.46391066873758,0,0,0,0,15.239999999999998,19.76,0.9720081018518517,0.3952,1.6119553343687905,0.14966629547095714,0.005940668206156583,0.0029933259094191557,5,20.0,0.9774537037037035,0.4,15.6,0.0,986762518570.0,50.0,110.52954006195068,19.6,0.9663686342592592,0.392,16.4,1.0,952039434492.0,50.0,140.83281183242798,19.8,0.98,0.396,17.4,2.0,345664075654.0,50.0,113.43268156051636,19.8,0.9713281249999999,0.396,13.2,3.0,460462409076.0,50.0,131.2671844959259,19.6,0.9648900462962962,0.392,13.6,4.0,732505190116.0,50.0,140.2273304462433,636.2895483970642,141.26968145370483
1,172,17.2,5,0,12,14,10,11,12,13,11,12,10,12,9,10,11,13,11,13,0.24,0.9406101478653575,10.615328136593407,0,0,0,0,8.52,12.0,0.9526701388888886,0.24,1.0476640682967036,0.0,0.00602999551176561,0.0,5,12.0,0.9490104166666664,0.24,8.0,5.0,986762518570.0,50.0,146.07167387008667,12.0,0.9591666666666665,0.24,10.6,6.0,952039434492.0,50.0,131.67792010307312,12.0,0.9607986111111109,0.24,8.0,7.0,345664075654.0,50.0,136.67690229415894,12.0,0.9472743055555555,0.24,7.8,8.0,460462409076.0,50.0,155.65715622901917,12.0,0.9471006944444442,0.24,8.2,9.0,732505190116.0,50.0,148.77362728118896,718.8572797775269,155.81563639640808
2,73,7.3,5,0,11,14,12,14,10,12,12,13,12,13,11,13,10,13,9,11,0.26096163282309387,0.9351156295192095,12.624879107424562,0,0,0,0,10.040000000000001,13.440000000000001,0.9428240740740739,0.26880000000000004,1.2924395537122808,0.19595917942265464,0.0038542222774322187,0.003919183588453088,5,13.4,0.9382581018518517,0.268,11.2,10.0,986762518570.0,50.0,175.76301169395447,13.4,0.9457118055555555,0.268,9.4,11.0,952039434492.0,50.0,167.55813002586365,13.2,0.9445312499999998,0.264,11.6,12.0,345664075654.0,50.0,165.48468399047852,13.8,0.9474016203703703,0.276,8.0,13.0,460462409076.0,50.0,169.10162019729614,13.4,0.9382175925925925,0.268,10.0,14.0,732505190116.0,50.0,174.72575974464417,852.6332056522369,175.91296362876892
3,143,14.3,5,0,11,14,11,14,10,12,12,14,9,12,10,14,10,12,11,14,0.46484458247200067,0.9554546810360448,21.910657574905557,12,14,0,0,17.119999999999997,23.6,0.9710205761316871,0.472,2.3953287874527787,0.17888543819998415,0.007782947547821141,0.003577708763999642,5,23.8,0.9751774691358024,0.476,20.4,15.0,986762518570.0,50.0,120.42716264724731,23.8,0.972767489711934,0.476,17.0,16.0,952039434492.0,50.0,131.96392679214478,23.6,0.9807458847736625,0.472,13.4,17.0,345664075654.0,50.0,120.54300141334534,23.4,0.957469135802469,0.468,16.0,18.0,460462409076.0,50.0,162.6130838394165,23.4,0.9689429012345678,0.468,18.8,19.0,732505190116.0,50.0,139.03521728515625,674.5823919773102,162.87166929244995
4,26,2.6,5,0,9,11,11,12,9,11,11,12,9,12,12,14,9,13,10,14,0.20754827202699958,0.9292101108124984,10.986018096858217,0,0,0,0,7.56,10.92,0.9456440972222222,0.2184,1.7130090484291085,0.2712931993250106,0.008216993204861892,0.00542586398650022,5,11.2,0.9528153935185185,0.224,8.4,20.0,986762518570.0,50.0,195.88243508338928,10.6,0.9536805555555554,0.212,8.2,21.0,952039434492.0,50.0,192.5826768875122,11.0,0.9376765046296296,0.22,8.0,22.0,345664075654.0,50.0,217.4006586074829,11.2,0.9501446759259258,0.224,4.2,23.0,460462409076.0,50.0,202.3987193107605,10.6,0.9339033564814814,0.212,9.0,24.0,732505190116.0,50.0,227.08599758148193,1035.3504874706268,227.10458970069885
5,190,19.0,5,0,10,11,10,14,10,14,11,14,11,13,10,11,12,14,12,14,0.4176808164115469,0.9324573276421846,17.44121184307507,10,12,0,0,14.8,21.080000000000002,0.9479799382716049,0.42160000000000003,1.3206059215375343,0.09797958971132678,0.0077613053147101525,0.001959591794226544,5,21.0,0.9373791152263374,0.42,15.4,25.0,986762518570.0,50.0,191.7565836906433,21.2,0.942957818930041,0.424,14.2,26.0,952039434492.0,50.0,181.58142805099487,21.0,0.9571476337448558,0.42,16.8,27.0,345664075654.0,50.0,157.87723684310913,21.0,0.9457896090534977,0.42,14.8,28.0,460462409076.0,50.0,174.17470812797546,21.2,0.956625514403292,0.424,12.8,29.0,732505190116.0,50.0,157.15621948242188,862.5461761951447,191.76155519485474
6,158,15.8,5,0,11,12,12,14,11,12,11,12,11,12,12,14,10,11,12,14,0.24723643907991733,0.9290475701369332,9.043072384832424,12,14,0,0,8.0,12.8,0.9467253086419751,0.256,0.5215361924162119,0.2190890230020663,0.008838869252520993,0.004381780460041333,5,13.0,0.9576388888888887,0.26,7.2,30.0,986762518570.0,50.0,128.7975082397461,12.8,0.9351697530864196,0.256,8.2,31.0,952039434492.0,50.0,157.91861939430237,12.4,0.9473456790123456,0.248,7.6,32.0,345664075654.0,50.0,158.2616147994995,13.0,0.9550308641975307,0.26,8.4,33.0,460462409076.0,50.0,128.05192041397095,12.8,0.9384413580246912,0.256,8.6,34.0,732505190116.0,50.0,149.4195990562439,722.4492619037628,158.27927017211914
7,122,12.2,5,0,12,13,12,14,11,12,9,11,12,14,12,13,12,14,0,0,0.19788071148746122,0.9120093531862913,8.49195533436879,0,0,0,0,6.88,10.4,0.9466666666666665,0.20800000000000002,0.8059776671843952,0.25298221281347055,0.017328656740187635,0.0050596442562694036,5,10.4,0.954126984126984,0.208,8.0,35.0,986762518570.0,50.0,131.98053884506226,10.4,0.9528373015873015,0.208,6.6,36.0,952039434492.0,50.0,130.78606629371643,10.4,0.9376190476190474,0.208,6.4,37.0,345664075654.0,50.0,139.63337230682373,10.8,0.9700198412698412,0.216,7.6,38.0,460462409076.0,50.0,102.2261016368866,10.0,0.9187301587301586,0.2,5.8,39.0,732505190116.0,50.0,178.33943128585815,682.9655103683472,178.80954241752625
8,94,9.4,5,0,12,14,12,14,12,14,10,12,10,13,12,13,11,13,12,13,0.26068629150101524,0.9352496700151519,15.350154001671815,0,0,0,0,10.48,13.6,0.9581944444444443,0.272,2.4350770008359075,0.2828427124746193,0.011472387214646195,0.005656854249492385,5,13.8,0.9598148148148147,0.276,13.0,40.0,986762518570.0,50.0,123.62464785575867,13.2,0.9544618055555555,0.264,9.2,41.0,952039434492.0,50.0,138.99831986427307,13.6,0.9629224537037036,0.272,9.4,42.0,345664075654.0,50.0,119.97117209434509,14.0,0.9744328703703702,0.28,7.2,43.0,460462409076.0,50.0,112.39885807037354,13.4,0.9393402777777776,0.268,13.6,44.0,732505190116.0,50.0,159.5017945766449,654.4947924613953,159.51266288757324
9,172,17.2,5,0,12,14,9,11,12,14,10,13,11,14,9,13,12,14,11,13,0.4,0.9566807526088166,17.269501942617296,0,0,0,0,14.76,20.0,0.9660416666666667,0.4,1.254750971308649,0.0,0.004680457028925047,0.0,5,20.0,0.9618402777777777,0.4,12.8,45.0,986762518570.0,50.0,146.65809202194214,20.0,0.9683506944444444,0.4,14.0,46.0,952039434492.0,50.0,140.30108880996704,20.0,0.9741319444444443,0.4,16.4,47.0,345664075654.0,50.0,131.04191875457764,20.0,0.9619704861111111,0.4,15.0,48.0,460462409076.0,50.0,149.74494695663452,20.0,0.9639149305555554,0.4,15.6,49.0,732505190116.0,50.0,143.9019696712494,711.6480162143707,150.02823114395142
10,157,15.7,5,0,12,14,11,14,11,14,10,14,11,14,11,13,11,14,12,14,0.472,0.95112190758901,22.266231487114545,12,14,0,0,17.16,23.759999999999998,0.9630468106995884,0.47519999999999996,2.553115743557272,0.07999999999999971,0.005962451555289202,0.0016000000000000014,5,23.8,0.9662757201646089,0.476,19.8,50.0,986762518570.0,50.0,121.88353824615479,23.8,0.9538271604938272,0.476,13.6,51.0,952039434492.0,50.0,140.56940817832947,23.8,0.9713477366255143,0.476,19.8,52.0,345664075654.0,50.0,109.85199975967407,23.6,0.9595730452674895,0.472,17.8,53.0,460462409076.0,50.0,130.75317120552063,23.8,0.964210390946502,0.476,14.8,54.0,732505190116.0,50.0,127.43113923072815,630.4892566204071,140.5791392326355
